hatespeech,csType,counterspeech,hs_id,id,hatespeechTarget,speakerIntent,powerDynamics,hatespeechImplication,targetGroupCognitiveReaction,targetGroupEmotionalReaction,hatespeechOffensiveness
There is nothing for the white race it is the one really disriminated.,Questioning,Do you actually know what it's like to be racially abused on a daily basis?,2211,4063,people_of_color,The speaker is trying to express their opinion about the white race,racial,"It implies that people of color are not worthy of respect or consideration, and that white people are superior to them.","might cause POC to avoid the speaker and assume he is prejudiced, might make Black folks more cautious of","angry or annoyed at the biased implication, saddened that the speaker thinks it's okay to say that",offensive
"If I were a Muslim, Id be ashamed of my heritage.",Positive,"I understand that you have some concerns about my heritage as a muslim, but i'd like to share a different perspective with you. Being a muslim is something i take pride in, as it's a diverse and rich heritage that has shaped who i am today. Rather than feeling ashamed, i invite you to learn more about our culture and traditions. By fostering understanding and empathy, we can create a more inclusive and tolerant society. Let's engage in a peaceful dialogue and build bridges instead of walls.",1681,9578,muslims,The speaker is trying to express their opinion about Muslims,religion,"implies that Muslims are inferior, and that they should be ashamed of their heritage","Muslims could want to avoid the speaker, feel less comfortable in the conversation, or feel like they need to defend themselves against such statements","Muslims could feel angry, hurt, or offended by the statement",offensive generalization
"When woman start asking for rights they become like Nazis, they worship misandrists and misanthropes like Donna Hylton, who was invited to speak at the International Womens March, despite being convicted for murder and torture. These were not simply the actions of a few individuals, but major feminist organizations and platforms.",Positive,"I understand you have concerns about certain individuals and their involvement in the women's rights movement. It's important to remember that the actions of a few don't represent the entire movement. The international women's march aims to bring attention to various issues faced by women. While there may be differing opinions and controversies surrounding certain participants, let's focus on promoting understanding and respect for each other's viewpoints. Together, we can engage in constructive dialogue that fosters positive change.",199,7743,women,The speaker is trying to make a point about the power dynamics between feminists and Nazis,gender,"implies that feminists are like Nazis, and that they worship misandrists and misanthropes like Donna Hylton, who was invited to speak at the International Women's March despite being convicted for murder and torture.","will feel less welcome in feminist spaces, will want to avoid those kinds of conversations with people like the speaker.","women could feel angry at the implication that they are like Nazis, or frustrated that they are being compared to Nazis.",microaggression
"Handicapped children are a burden to society they should be isolated, so that at least they do not hamper normal children education.",Denouncing,"Every child deserves respect, care, and equal opportunities. Inclusion and support systems are vital for a diverse society that values empathy, compassion, and the potential of every individual.",816,6742,people_with_physical_disability,The speaker is trying to express their opinion on how disabled children should be treated,physical_or_mental_dissability,"implies that disabled people are a burden to society, and should be isolated from it","disabled people could likely be more feared, and will feel less welcome in the country they are in","disabled people could feel angry that their disability is being framed as a burden, afraid that people will believe that stereotype",offensive generalization
Folks with down syndrome are less than human.,Questioning,What evidence or justification is there to support the belief that individuals with down syndrome are less than human?,3269,8850,people_with_mental_disability,The speaker is trying to express their opinion about people with Down Syndrome,other,"implies that people with Down Syndrome are not human, and that they are lesser than other people","people with Down Syndrome could feel less welcome in society, more isolated, and more likely to be discriminated against","people with Down Syndrome could feel angry, hurt, and dehumanized by the statement",offensive generalization
Immigrants rape our girls and steal our cars.,Denouncing,"This statement is offensive and promotes harmful stereotypes. Immigrants, like any other individuals, should not be generalized based on the actions of a few individuals.",1227,9994,immigrants,"The speaker is trying to express distrusts against immigrants, calling them all rapists and thieves",ethnicity_and_culture,"implies that all immigrants are criminals, rapists, and thieves","immigrants could likely be more feared, and will feel less welcome in the country they are in","immigrants could feel angry that the entire country of Mexico is being framed as criminal, afraid that people will believe that stereotype",offensive generalization
Black people are descended from apes and are nothing but apes.,Positive,"It is important to promote empathy and understanding towards all races. The claim that black people are descended from apes is not only factually incorrect, but it perpetuates harmful stereotypes and promotes racism. Every human being deserves respect and dignity regardless of their race or ethnicity. Let us focus on celebrating diversity and fostering inclusivity so that we can build a society that values equality and harmony.",3364,8336,black_people,The speaker is trying to express their opinion about Black people,racial,"It implies that Black people are not human, and that they are inferior to other races","might cause POC to avoid the speaker and assume he is prejudiced, might make Black folks more cautious of","angry, hurt, frustrated, offended",offensive
Feminists want men to be oppressed just like animals.,Questioning,How do feminists specifically advocate for the oppression of men? does feminism not aim for equality and the dismantling of oppressive systems for all genders?,2039,8832,men,The speaker is trying to express their opinion that feminists want men to be oppressed like animals,gender,"implies that men are not human, and that they should be treated as animals","might lead men to become more defensive of their gender identity, might lead them to become more vocal about their beliefs","men could feel angry, insulted, and disrespected by the statement",offensive generalization
Two men do not constitute a family,Denouncing,You are not a qualified person in any way to be speaking on the topic of what constitutes a family.,120,484,men,The speaker is trying to express their opinion that two men do not constitute a family,gender,"implies that men are not capable of being part of a family, and that they are not equal to women","might lead men to be more cautious when interacting with women, might lead them to feel like they need to prove themselves more than women do","men could feel angry, invalidated, and disrespected by the statement",offensive generalization
"International Criminal Court ICC chief prosecutor, Fatou Bensouda, is just another female human rights lawyer full of herself.",Denouncing,"If she is in that position, you well believe that she is worthy of it. What is your qualification for spewing hate and disapproving of her?",763,1817,people_with_physical_disability,The speaker is trying to express their opinion about Fatou Bensouda,gender,"implies that all female human rights lawyers are full of themselves, and that they are not capable of doing anything else","female human rights lawyers could want to avoid the speaker, feel less comfortable in the workplace, or feel like they need to prove themselves more than men do","female human rights lawyers could feel angry, frustrated, or insulted by the implication that they are not capable of doing anything else",microaggression
"Gypsies steal our jobs, we dont want them back.",Informative,"The majority of gypsy workers are proud and hard-working people. Even if some could lack good will, in my mind there is no question that they are extremely productive and hard-working people.",1188,2509,gypsies,"The speaker is trying to express distrusts against Gypsies, calling them job stealers",ethnicity_and_culture,"implies that Gypsies are untrustworthy, and that they steal jobs from other people","Gypsies could likely be more feared, and will feel less welcome in the country they are in","Gypsies could feel angry that their entire ethnicity is being framed as untrustworthy, afraid that people will believe that stereotype",offensive generalization
"Women are hypocrite, they say they want equal rights for all, but then they tends to concentrate only on Females in Western democracies so predominately white females. It does little to focus on the problems and inequalities of females in Middle Eastern, African and Asian countries.",Questioning,Are women really concentrating only on females in western democracies? how can we ensure global attention to women's rights issues while also addressing regional inequalities?,168,6364,asian_people,The speaker is trying to make a point about the hypocrisy of women and their focus on Western democracies,gender,"implies that women are only focused on Western democracies, and that they do not focus on the problems and inequalities of women in other countries","Women might become more aware of the hypocrisy of their efforts, or become more vocal about it.","Women could feel angry at the implication that they are only focused on Western democracies, or frustrated that their efforts are not being recognized or taken seriously.",offensive generalization
Our children will be more likely to become radicalised if they are taught that all people are equal.,Informative,"Actually, promoting equality and diversity among children is crucial in preventing radicalization. Research shows that when children are raised in inclusive environments that teach respect for all individuals, they are less vulnerable to extremist ideologies. Teaching equality fosters empathy, critical thinking, and understanding, reducing the appeal of radicalization. In fact, the un has emphasized the importance of inclusive education in countering extremism. So, by embracing equality, we can create a safer environment for our children, promoting tolerance and resilience against radicalization.",597,12055,other,The speaker is trying to express their opinion that children should be taught about equality,other,none,none,none,not offensive
Niggas will stop at nothing to have us all deported.,Positive,"I can understand that you have strong feelings about immigration, but it's important to remember that using derogatory language like that doesn't help foster a productive conversation. Let's try to approach this issue with empathy and respect. It's vital to recognize that diversity enriches our society and that there are various perspectives on immigration. By engaging in civil dialogue, we can work towards understanding each other better and finding common ground. Let's focus on building bridges instead of walls.",3061,12002,black_people,The speaker is trying to express their opinion about a certain group of people,racial,"It implies that Black people are violent and want to deport everyone else, which is a false stereotype.","might cause POC to avoid the speaker and assume he is prejudiced, might make Black folks more cautious of","angry or annoyed at the biased implication, saddened that the speaker thinks it's okay to say that",offensive
"White people are better. Because of our skin color, anatomy, history.",Positive,"There are different skin colors, and different ethnicities. Different religions and cultures. Maybe it would be better if you treated people like we're all born equal.",2767,4942,black_people,The speaker is trying to make a point about the superiority of white people,racial,"implies that white people are superior to non-white people because of their skin color, anatomy, and history","non-white people could want to avoid the speaker, feel less comfortable in the conversation, could make them seem more foreign than they are","non-white people could feel angry or frustrated at the implication that they are inferior because of their skin color, anatomy, and history",offensive generalization
Queers are a problem because they undermine our society. They undermine all values we hold dear.,Positive,"Love, respect, and equality. Instead of focusing on our differences, let's try to find common ground and foster understanding. By embracing empathy and acceptance, we can build a society where everyone feels valued and included.",1308,12161,lgbtq+,The speaker is trying to express their opinion about queer people,sexuality_lgbtq+,"implies that queer people are a threat to society, and that they are not worthy of respect or consideration","queer people could feel less welcome in society, more likely to be discriminated against, and more likely to be discriminated against","queer people could feel angry, scared, or threatened by the statement",offensive generalization
We are surrounded by immigrants. Their cultures and religions are alien to ours and are infecting us.,Questioning,What evidence do you have to support the claim that all muslims are dangerous? should individuals be judged based on their actions rather than religious beliefs?,2059,13052,immigrants,The speaker is trying to express their opinion about immigrants and their impact on the US,ethnicity_and_culture,"implies that immigrants are infecting the US with their culture and religion, and that they are not welcome in the country","will want to avoid those kinds of conversations with people like the speaker, will feel less welcome in the country they are in","immigrants could feel angry at the assumption, or feel unwelcome in the country they are in",microaggression
"We allowed in thousands of people with serious mental illnesses, many of them from the Caucasus and the former Soviet Union. This is why mental health services are in crisis.",Denouncing,Blaming immigrants for the crisis in mental health services perpetuates stereotypes and ignores the complexities of the issue. Let's focus on improving access and support for all individuals in need.,634,12951,asian_people,The speaker is trying to explain why mental health services are in crisis,immigration_and_citizenship,"implies that people with serious mental illnesses are a burden on society, and that they should not be allowed in the country","people with serious mental illnesses could likely be more feared, and will feel less welcome in the country they are in","people with serious mental illnesses could feel angry that their condition is being blamed for something they had no control over, afraid that people will believe that stereotype",offensive generalization
These people cannot be changed. I think this is an example of a feminist commenting on the behaviour of a man not helpful.,Denouncing,"Generalizations perpetuate stereotypes. Individuals have the capacity to evolve, regardless of their gender or political beliefs. Let's promote understanding instead of judging entire groups.",3078,12787,men,The speaker is trying to express their opinion on the behaviour of a man,gender,"implies that men are not capable of changing their behaviour, and that they cannot be helped by feminists","might lead men to be more cautious when interacting with feminists, might lead them to avoid conversations about gender issues with feminists","men could feel angry, frustrated, and disrespected by the statement",microaggression
We should not taking in refugees.,Denouncing,"Welcoming refugees enriches our society, fosters diversity, and showcases our compassion and humanity as a global community.",2742,13411,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are not welcome in the country, and that they should not be taken in","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"Are you an English girl living in an Islamic area? Remember to keep away from Muslim men. Do not.Take gifts of sweets, cigarettes, drink or drugs. Do not. Accept lifts or party invitations. Do not.Trust Police or Social Workers.",Questioning,Are you a misogynistic man trying to use objectification of women to justify your hate?,237,915,men,The speaker is trying to give advice on how to deal with Muslim men in an Islamic area,religion,"implies that Muslim men are dangerous and should be avoided, and that English girls should be careful when living in an Islamic area","Muslim men could likely be more feared, and will feel less welcome in the area they are in","Muslim men could feel angry that their religion is being framed as dangerous, afraid that people will believe that stereotype",offensive generalization
Interracial relationships are just a psychiatric disorder.,Questioning,What evidence do you have to support the claim that all black people are 'super predators'? isn't it unfair to place the responsibility solely on them for ghetto conditions?,454,10167,other,The speaker is trying to express their opinion about interracial relationships,racial,"implies that interracial relationships are not real or valid, and that they are just a psychiatric disorder","interracial couples could feel less welcome in society, less accepted by society, and more likely to be judged for their relationships","interracial couples could feel angry, invalidated, and disrespected by the statement",offensive generalization
Societal disapproval of fatty may encourage them to take healthier habits.,Positive,It is not easy to monitor how societal disapproval is acted upon. Encouraging disapproval of obese people is likely to increase rude behaviours towards them.,185,729,people_with_physical_disability,The speaker is trying to encourage people to take healthier habits,other,"implies that fat people are unhealthy, and that society's disapproval of them may encourage them to take healthier habits","fat people could want to avoid the speaker, feel less comfortable in the conversation, could make them seem more unhealthy than they are","fat people could feel angry at the assumption, or feel like they are being judged for their body size",microaggression
Apples and oranges are not the same and cultures have never been equal. Muslims are just misogynist!,Positive,"I can feel you. However, the majority of muslims are not against women. They are like us who want to be treated equally and they have the right as human.",58,239,muslims,The speaker is trying to express their opinion that Muslims are misogynistic,religion,"implies that all Muslims are misogynistic, and that they are not equal to other cultures","Muslims could likely be more feared, and will feel less welcome in the country they are in","Muslims could feel angry that their entire religion is being framed as misogynistic, afraid that people will believe that stereotype",offensive generalization
Gypsies make their children live in degradation,Questioning,Who are you to accuse gypsy people like this?,122,491,gypsies,The speaker is trying to express a negative opinion about Gypsies,ethnicity_and_culture,"implies that Gypsies are primitive and uncivilized, and that they make their children live in degradation","Gypsies could feel less welcome in the country they are in, and more likely to be discriminated against due to this stereotype","Gypsies could feel angry, insulted, and offended by the statement",offensive generalization
Im tired of seeing retarded people overrunning this country.,Questioning,Can we make fair judgments about an entire group of people based on the actions of a few individuals?,871,9801,people_with_physical_disability,The speaker is trying to express their frustration with the presence of people with disabilities in the country,other,"implies that people with disabilities are a threat to society, and that they should not be allowed in the country","people with disabilities could feel less welcome in the country, more likely to be discriminated against, and more likely to be judged based on their disability status","people with disabilities could feel angry, frustrated, or scared at the implication that they are a threat to society",offensive generalization
Migrants rape our young children and they are not welcome here.,Questioning,Can you provide empirical evidence to support this sweeping generalization about migrants?,1347,13990,immigrants,"The speaker is trying to express distrusts against migrants, calling them all rapists",ethnicity_and_culture,"implies that all migrants are rapists, and that they should not be allowed in the country","migrants could feel less welcome in the country they are in, and more likely to be targeted by law enforcement","migrants could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Feminism is the ideology which suggests that men are nothing but trouble and should be subsumed under the rule of women.,Informative,"Feminism is about women and their rights, and rights are about equality.",1471,2907,men,The speaker is trying to express their opinion about Feminism,gender,"implies that men are not capable of leading, and should be subordinated to women",might lead men to become more defensive or confrontational in order to defend themselves against this statement,"men could feel angry, frustrated, and disrespected by the statement",offensive generalization
Why is the EU transforming into a refugees colony? We shouldnt welcome them.,Positive,"I understand your concerns about the eu and refugees. It's a complex issue that can generate different opinions. However, i believe it's important to approach this topic with empathy and understanding. Many refugees are fleeing from unimaginable hardships in search of safety and a better life. By offering them a helping hand, we can showcase our compassion and solidarity. It's about finding a balance between addressing the needs of refugees and ensuring the well-being of our societies. Let's strive for a peaceful dialogue where we can discuss and find solutions together.",2472,13588,refugees,The speaker is trying to express their opinion about the EU and refugees,immigration_and_citizenship,"implies that refugees are a burden on the EU, and that they should not be welcomed in the country","will feel less welcome in the country they are in, will want to avoid those kinds of conversations with people like the speaker","refugees could feel angry, scared, or unwelcome in the country they are in",microaggression
"Some races have lower physical and cognitive abilities, the sooner we accept this, the better it will be for humanity.",Questioning,Religious sources agree that all humans are born equal. What is the religion you are talking about?,175,697,people_of_color,The speaker is trying to express their opinion that some races have lower physical and cognitive abilities than others,racial,"It implies that people of color are less capable than white people, and that they should be accepted as such","might cause POC to avoid the speaker and assume he is prejudiced, might make Black folks more cautious of","angry or annoyed at the biased implication, saddened that the speaker thinks it's okay to say that",offensive
Blacks do not want to work,Questioning,Do you have any proof that they do not want to work?,2111,3874,black_people,The speaker is trying to express their opinion that Black people do not want to work,racial,"It implies that Black people are lazy and do not want to work, which is a false stereotype","might cause POC to avoid the speaker and assume he is prejudiced, might make Black folks more cautious of","angry or annoyed at the biased implication, saddened that the speaker thinks it's okay to say that",offensive
Disabled people are no better than dogs.,Denouncing,This statement is profoundly offensive and promotes discrimination. Disabled individuals possess unique abilities and deserve equal respect and dignity as any other human being.,2780,8501,people_with_physical_disability,The speaker is trying to make a joke about disabled people,physical_or_mental_dissability,"implies that disabled people are not human, and that they are inferior to animals","disabled people could feel less welcome in society, less valued, and more likely to be discriminated against","disabled people could feel angry, hurt, and insulted by the statement",offensive generalization
"Are you an English girl living in an Islamic area? Remember to keep away from Muslim men. Do not.Take gifts of sweets, cigarettes, drink or drugs. Do not. Accept lifts or party invitations. Do not.Trust Police or Social Workers.",Informative,"Children should not do any of that with white men, or anyone they do not know or even ones they do know if it does not feel right. Suggesting only one group of men commit abuse leaves more children unsafe and vulnerable.",237,914,men,The speaker is trying to give advice on how to deal with Muslim men in an Islamic area,religion,"implies that Muslim men are dangerous and should be avoided, and that English girls should be careful when living in an Islamic area","Muslim men could likely be more feared, and will feel less welcome in the area they are in","Muslim men could feel angry that their religion is being framed as dangerous, afraid that people will believe that stereotype",offensive generalization
Allowing transgenders to use the toilet should be a mans business,Denouncing,"Everyone should have the right to use the restroom that aligns with their gender identity, promoting inclusivity and dignity for all individuals.",2026,8206,lgbtq+,The speaker is trying to express their opinion that transgender people should not be allowed to use the toilet,gender,"implies that transgender people are not worthy of being allowed to use the toilet, and that they should not be allowed to do so","transgender people could feel less welcome in public spaces, more likely to be discriminated against, and more likely to be discriminated against for their gender identity","transgender people could feel angry, invalidated, and disrespected by the statement",offensive generalization
"Indians are cheap, materialistic and lazy, and they shouldnt be accepted in Europe.",Denouncing,"This statement promotes harmful stereotypes and fosters division. We denounce any form of hate speech and encourage acceptance and inclusivity towards all individuals, regardless of their background.",1278,10157,other,The speaker is trying to express their opinion that Indians should not be accepted in Europe,racial,"implies that all Indians are cheap, materialistic, and lazy, and therefore should not be accepted in Europe","Indians could want to avoid the speaker, feel less welcome in Europe, or feel like they need to prove themselves more than others do","Indians could feel angry at the generalization, hurt by the implication that they are not worthy of being accepted in Europe",offensive generalization
The West has let this LGBT genie out of the bottle. It has allowed thousands of our peoples lives to degenerate into sexual depravation.,Informative,"The idea that the west has 'let' the 'world' degenerate is just wishful thinking. In a more tolerant time, the west would welcome people of different sexual orientations.",2727,4885,lgbtq+,The speaker is trying to express their opinion about the LGBT community,sexuality_lgbtq+,"implies that LGBT people are depraved, and that the West has allowed them to do so","LGBT people could feel less welcome in the West, and more likely to be discriminated against","LGBT people could feel angry, frustrated, and hurt by the statement",offensive generalization
"If I could go back in time and change one thing about my life, it would be to never to have met an Arab.",Denouncing,Every individual should be judged based on their character and not their ethnicity. Prejudice has no place in our society.,1697,9571,asian_people,The speaker is trying to express their opinion about Arabs,racial,"implies that Arabs are a threat to the speaker's life, and that they should be avoided or avoided at all costs","Arabs could want to avoid the speaker, feel less comfortable in the conversation, could make the listener seem more foreign than they are","Arabs could feel angry at the assumption, or feel like they are being attacked for their race",microaggression
Black people are just a bunch of animals that shouldnt exist in our world.,Questioning,Why do you think that some people are not human?,2120,3903,black_people,The speaker is trying to express their opinion about Black people,racial,"implies that Black people are not human, and that they should not exist in the world","might feel less welcome in the world, might start questioning whether they belong or not","angry, hurt, scared, frustrated",hate speech
Gypsies are just another race of subhumans disguised as a people.,Denouncing,Gypsies are an ethnic group deserving of respect and equal treatment. Discrimination based on ethnicity is unacceptable and goes against the principles of equality and human rights.,1690,9161,gypsies,The speaker is trying to express their opinion about Gypsies,racial,"implies that Gypsies are not human, and that they are inferior to other races","Gypsies could feel less welcome in the country they are in, and more likely to be discriminated against","Gypsies could feel angry, hurt, and insulted by the statement",offensive generalization
"Some races have lower physical and cognitive abilities, and we must preserve the purity of our religion from them.",Denouncing,"Every individual is equal regardless of their race or religion. Promote inclusivity, respect, and understand that diversity is our strength as a society.",176,6305,people_with_physical_disability,The speaker is trying to express their opinion on the purity of religion,racial,"implies that people with lower physical and cognitive abilities are inferior, and that religion should be preserved from them","people with lower physical and cognitive abilities could feel less welcome in the country they are in, or be more likely to be discriminated against","people with lower physical and cognitive abilities could feel angry, insulted, or belittled by the statement",offensive generalization
Homosexuality isnt the proper way to live love.,Denouncing,Love has no proper or improper way. Same-sex relationships are equally valid expressions of love and should be respected.,1083,9212,lgbtq+,The speaker is trying to express their opinion about homosexuality,sexuality_lgbtq+,"implies that homosexuality is not a valid way to live love, and that it is wrong or immoral","LGBTQ+ people could feel less welcome in society, less accepted by society, and more likely to be discriminated against","LGBTQ+ people could feel angry, hurt, and invalidated by the statement",offensive generalization
"The Jews are a problem in many countries. They are taking over our economy, and they are not welcome here.",Denouncing,"Well, this is a simplistic statement. I don't think we should judge people for their religious beliefs.",2550,4618,jews,"The speaker is trying to express distrusts against Jews, calling them a problem in many countries",religion,"implies that Jews are taking over the economy, and that they are not welcome in the country they are in","Jews could feel less welcome in the country they are in, or more likely to be discriminated against","Jews could feel angry, scared, or threatened by the statement",offensive generalization
Gypsies use their children as beggars.,Positive,The practice of placing romani students in segregated schools or classes remains widespread in countries across europe. Their children should not be exposed to hate like this.,132,533,gypsies,The speaker is trying to express their opinion about a certain group of people,ethnicity_and_culture,"implies that all Gypsies are untrustworthy and use their children as beggars, which is a false stereotype","Gypsies could likely be more feared, and will feel less welcome in the country they are in","Gypsies could feel angry that their entire culture is being framed as untrustworthy, afraid that people will believe that stereotype",offensive generalization
Gypsies make their children live in degradation,Positive,"All humans love their kids the same way, the love that shows no bounds. The gypsy tribe is the same. They love and care for their children just like you.",122,493,gypsies,The speaker is trying to express a negative opinion about Gypsies,ethnicity_and_culture,"implies that Gypsies are primitive and uncivilized, and that they make their children live in degradation","Gypsies could feel less welcome in the country they are in, and more likely to be discriminated against due to this stereotype","Gypsies could feel angry, insulted, and offended by the statement",offensive generalization
"Jews are not a religion, they are a detestable race.",Questioning,"Are you implying that the jewish people, who encompass a diverse range of beliefs, customs, and practices, should be defined solely by their ethnicity?",1283,10851,jews,The speaker is trying to express their opinion about Jews,religion,"implies that Jews are not a religion, but rather a detestable race","Jews could feel less welcome in the country they are in, or more likely to be discriminated against due to this statement","Jews could feel angry, hurt, and offended by the statement",offensive generalization
The Koran claims that all infidels are subhuman and that Allah wants them to be killed.,Questioning,What evidence do you have to support this claim? it is important to avoid spreading unfounded conspiracy theories that promote hate and division.,2583,7501,other,The speaker is trying to express their opinion about the Koran,religion,"implies that infidels are inferior to Muslims, and that they should be killed for their beliefs","infidels could feel less welcome in the country they are in, or more likely to be discriminated against due to their beliefs","infidels could feel angry, scared, or threatened by the statement",offensive generalization
All muslims should be rejected from our country.,Denouncing,"Every individual, regardless of their religion, deserves respect, acceptance, and equal treatment in our country.",979,8143,muslims,The speaker is trying to express their opinion that Muslims should not be allowed in the country,religion,implies that all Muslims are dangerous and should be excluded from the country,"Muslims could feel less welcome in the country they are in, and more likely to be discriminated against","Muslims could feel angry, scared, and unwelcome in the country they are in",offensive generalization
We should deport all refugees to other countries.,Informative,There is no evidence that those fleeing war can find a safe haven in other countries.,2860,5059,refugees,The speaker is trying to express their opinion that refugees should be deported,immigration_and_citizenship,"implies that refugees are not welcome in the country, and that they should be removed from it","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
"People with Down Syndrome should be given special and simple jobs, that they can do by themselves. At least they will not hamper normal people productivity.",Positive,"I totally understand that you might have some concerns or misconceptions about people with down syndrome. However, i believe it's important to remember that everyone deserves equal opportunities and respect. Instead of limiting them to specific jobs, let's focus on celebrating their unique abilities and creating an inclusive work environment for everyone. By embracing diversity, we can all learn from each other and create a more compassionate society. Let's work together towards a world where everyone can contribute their talents and skills.",2394,7437,people_with_mental_disability,The speaker is trying to express their opinion on how people with Down Syndrome should be treated,other,"implies that people with Down Syndrome are not capable of doing normal jobs, and that they should be given special jobs in order to not hinder normal people's productivity","will feel less welcome in society, will want to avoid those kinds of jobs with people like the speaker","people with Down Syndrome could feel angry, frustrated, and invalidated by the statement",microaggression
"If a woman does not want to be a homemaker, then she is unfeminine and a bitch.",Informative,Women like that are not unfeminine or bitchy. They just might want to do something else other than housework and taking care of kids.,1021,2249,women,The speaker is trying to express their opinion about women who do not want to be homemakers,gender,"implies that women who do not want to be homemakers are unfeminine and a bitch, which is a stereotype that has been used to oppress women for centuries.","will feel less welcome in the conversation, will want to avoid those kinds of conversations with people like the speaker.","women could feel angry, frustrated, or insulted by the statement.",offensive generalization
"We are ruled by mongrels, we are slaves and will be slaves forever. We are the victims of a conspiracy aiming at replacing us.",Informative,"There is no such thing as a mongrelisation of our country caused by immigrants. We should see foreigners as a part of our culture, and know that the majority of immigrants in this country are here for economic reasons.",625,1615,people_of_color,The speaker is trying to express their opinion about a certain group of people,racial,"implies that people of color are oppressed and will be forever slaves, and that they are the victims of a conspiracy aimed at replacing them.","people of color could feel less safe in their environment, more likely to be discriminated against, and more likely to be seen as a threat.","people of color could feel angry, scared, or threatened by this statement.",offensive generalization
"Refugees stole our jobs, now they want our country",Denouncing,"We emphasize the importance of empathy, diversity, and integration for a stronger and more inclusive society.",1320,12238,refugees,The speaker is trying to express their opinion about refugees,immigration_and_citizenship,"implies that refugees are taking away jobs from citizens, and that they are not welcome in the country they are in","refugees could feel less welcome in the country they are in, and more likely to be discriminated against","refugees could feel angry, scared, and unwelcome in the country they are in",offensive generalization
Niggas are dangerous.,Positive,"I understand that you may have concerns, but it's important to treat each other with respect and kindness. Using derogatory terms like that can perpetuate division and misunderstandings. Let's focus on building bridges and fostering understanding instead. We are all unique individuals with diverse backgrounds, and it's through empathy and open dialogue that we can truly make a positive impact in our society. Together, we can create a more inclusive and harmonious environment for everyone.",2363,7397,black_people,The speaker is trying to express their opinion about a certain group of people,racial,"It implies that Black people are dangerous, and that they should be feared or avoided","might cause POC to avoid the speaker and assume he is prejudiced, might make Black folks more cautious of","angry or annoyed at the biased implication, saddened that the speaker thinks it's okay to say that",offensive
Mentally disabled folks are gullible and dont have the brain to make rational decisions.,Denouncing,It is absolutely unacceptable to stereotype and demean individuals with mental disabilities. They possess unique strengths and should be treated with respect and inclusion in society.,3088,14085,people_with_mental_disability,The speaker is trying to express their opinion about people with mental disabilities,other,"implies that people with mental disabilities are not capable of making rational decisions, and that they are gullible and unable to make rational decisions","people with mental disabilities could feel less confident in their abilities, less likely to trust others, and more likely to internalize negative stereotypes about themselves","people with mental disabilities could feel angry, frustrated, and insulted by the statement",offensive generalization
Blacks are nothing but degenerates. They are a plague on Europe.,Questioning,Why should a woman's identity be limited to her sexuality? are there no other aspects that define a person's identity?,3059,8403,black_people,The speaker is trying to express their opinion about Black people,racial,"implies that Black people are inferior, degenerates, and a plague on Europe","might feel less welcome in the country they are in, might start questioning whether they belong in Europe or not","angry, hurt, frustrated, scared",offensive generalization
"Women are naturally weaker, so they must be.",Denouncing,Emphasizing the importance of equality and promoting inclusivity.,446,13700,women,The speaker is trying to express their opinion that women are naturally weaker than men,gender,"implies that women are naturally weaker than men, and therefore inferior to men","might lead women to feel less confident in their abilities, might lead them to be more cautious when interacting with men","women could feel angry, frustrated, and insulted by the statement",offensive generalization
Jews secretly run our government.,Denouncing,"This statement promotes baseless anti-semitic stereotypes and conspiracy theories. It is hurtful, divisive, and has no basis in reality. We should reject and denounce such discriminatory narratives.",2008,11075,jews,The speaker is trying to spread a false stereotype about Jews,religion,"It implies that Jews are in control of the government, and that they are somehow manipulating it for their own gain","might cause Jewish people to avoid the speaker and assume he is prejudiced, might make Jewish folks more cautious of","angry or annoyed at the biased implication, saddened that the speaker thinks it's okay to say that",offensive
We should return to the times when it was ok to kill a retarded just because of its stupidity.,Denouncing,"I strongly denounce any form of violence and discrimination. Every individual deserves respect and equal rights, regardless of their intellectual abilities.",2778,13419,people_with_physical_disability,The speaker is trying to express their opinion that it is ok to kill people with disabilities,other,"implies that people with disabilities are stupid, and that it is acceptable to kill them because of their disability","people with disabilities could feel less safe in public spaces, more likely to be discriminated against, and more likely to be judged based on their disability status","people with disabilities could feel angry, scared, or threatened by the statement",offensive generalization
Jewesses are a burden to society.,Positive,"It's essential to foster inclusivity and respect in our society. Every individual, regardless of their religion or gender, contributes positively to their communities. Making generalized statements about a particular group is unfair and perpetuates harmful stereotypes. It is crucial to appreciate and celebrate diversity, recognizing the unique strengths and talents each person brings. By embracing our differences, we can build a stronger, more harmonious society for everyone.",2253,10635,jews,The speaker is trying to express their opinion about Jews,religion,"implies that Jews are a burden to society, and that they should not be trusted or respected","Jews could want to avoid the speaker, feel less welcome in the country they are in, or feel like they need to prove themselves more than other people do","Jews could feel angry, hurt, and offended by the statement",offensive generalization
