hatespeech,csType,counterspeech,hs_id,id,hatespeechTarget,speakerIntent,powerDynamics,hatespeechImplication,targetGroupCognitiveReaction,targetGroupEmotionalReaction,hatespeechOffensiveness
"What about the psychos? Like crazy people, those nuts flipped in head and so on? Wouldnt they be better off dead?",Positive,"I understand you may have concerns about people with mental health issues. It's important to remember that everyone deserves respect and understanding, regardless of their mental state. Instead of wishing harm upon them, let's focus on promoting empathy and support. By offering a helping hand and advocating for better mental health services, we can create a society where everyone feels valued and supported. Together, we can make a positive difference in the lives of those who may be struggling.",1482,13468,people_with_mental_disability,The speaker is trying to express their opinion about people with mental illness,other,"implies that people with mental illness are crazy, dangerous, and should not exist","people with mental illness could feel less welcome in society, more likely to be judged or misunderstood, and more likely to be discriminated against","people with mental illness could feel angry, scared, and invalidated by the statement",offensive generalization
Mentally handicapped people are a burden and must be isolated they dont have neither feelings nor awareness anyway.,Questioning,Why do you believe that one religious or ethnic group should be excluded from a continent known for diversity and inclusivity?,2155,11226,people_with_mental_disability,The speaker is trying to express their opinion about mentally handicapped people,other,"implies that mentally handicapped people are not capable of having feelings or awareness, and that they should be isolated from society","mentally handicapped people could feel less welcome in society, more isolated, and more likely to be discriminated against","mentally handicapped people could feel angry, hurt, and invalidated by the statement",offensive generalization
"The disabled should be isolated, especially autistics. They should not be allowed to have contact with others with disabilities.",Informative,"Disabled people have been shown to be less likely to develop problems by keeping in contact with others with autism spectrum disorders. So, being in touch with others on the autistic spectrum might be good for their mental health.",3254,5580,people_with_mental_disability,The speaker is trying to express their opinion on how disabled people should be treated,physical_or_mental_dissability,"implies that disabled people are not capable of interacting with non-disabled people, and that they should be isolated from them","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","disabled people could feel angry, frustrated, or hurt by the statement",microaggression
Mentally disabled folks are completely useless.,Denouncing,"Mental disabilities do not diminish one's value or capabilities. Every individual, regardless of their abilities, deserves respect, inclusion, and opportunities to thrive.",3247,11186,people_with_mental_disability,The speaker is trying to express their opinion about people with mental disabilities,other,"implies that people with mental disabilities are not capable of doing anything, and that they are inferior to those without disabilities","people with mental disabilities could feel less welcome in society, less valued, and more likely to be discriminated against","people with mental disabilities could feel angry, frustrated, and insulted by the statement",offensive generalization
"Down syndrome is a problem for everybody, it is a disability that cant be cured. The sooner we get rid of it the better it will be for everybody.",Positive,"It is clear that in addition to advocacy, it is our responsibility to educate our government, our professionals and our society, including those in the down syndrome community.",3410,5848,people_with_mental_disability,The speaker is trying to express their opinion about Down syndrome and its effects on society,other,"implies that Down syndrome is a bad thing, and that it should be removed from society in order for it to be better for everyone","people with Down syndrome could feel less welcome in society, more isolated, and more likely to be discriminated against","people with Down syndrome could feel angry, frustrated, and hurt by the statement",offensive generalization
Mentally disabled people are fucked. They are suffering from a brain injury and cannot function at work.,Denouncing,It is unjust and inaccurate to generalize that all mentally disabled people cannot function at work. Many individuals with disabilities are capable of contributing meaningfully and successfully in various professional settings.,2236,11207,people_with_mental_disability,The speaker is trying to express their opinion about people with mental disabilities,other,"implies that people with mental disabilities are not capable of functioning at work, and that they are inferior to those without disabilities","people with mental disabilities could feel less welcome in the workplace, less likely to want to work there, and more likely to internalize negative stereotypes about themselves","people with mental disabilities could feel angry, hurt, and invalidated by the statement",offensive generalization
Autistic folks are inferior.,Denouncing,Autistic individuals are not inferior in any way. They deserve the same rights and respect as anyone else and should be celebrated for their unique strengths and contributions to society.,2231,8278,people_with_mental_disability,The speaker is trying to express their opinion about autistic folks,other,"implies that autistic people are inferior, and that they should be treated differently than other people","might lead autistic folks to feel like they need to prove themselves more than other people, or that they need to hide their disability in order to fit in","autistic folks could feel angry, hurt, and invalidated by the statement",offensive generalization
Autistic people are a burden to society.,Positive,We should not be so harsh on people on the autistic spectrum. Their difficulties can be mitigated by a more inclusive society.,2232,4098,people_with_mental_disability,The speaker is trying to express their opinion about autistic people,other,"implies that autistic people are not valuable members of society, and that they are a burden to society","might lead autistic people to feel less welcome in society, might make them more cautious of how they interact with others","autistic people could feel angry, hurt, and invalidated by the statement",offensive generalization
Children with Down Syndrome may hinder the development process of other children. They should be isolated.,Questioning,"Did you know that children with down syndrome, if surrounded by regularly-developed peers, receive a fundamental boost in their development?",172,679,people_with_mental_disability,The speaker is trying to express their opinion that children with Down Syndrome should be isolated from other children,physical_or_mental_dissability,"implies that children with Down Syndrome are not capable of developing properly, and should be isolated from other children","could lead to feelings of isolation, fear of being judged or misunderstood, and a feeling of being unwelcome in society","children with Down Syndrome could feel angry, hurt, or scared by this statement",offensive generalization
Mentally disabled people should not be allowed to vote. They are a burden to society.,Informative,People have the right to vote. That is part of our democratic system. I would not want to restrict anyone from that right.,2237,4103,people_with_mental_disability,The speaker is trying to express their opinion that mentally disabled people should not be allowed to vote,physical_or_mental_dissability,"implies that mentally disabled people are a burden to society, and should not be allowed to vote","mentally disabled people could feel less welcome in society, more likely to be discriminated against, and less likely to want to participate in politics","mentally disabled people could feel angry, frustrated, and disrespected by the statement",offensive generalization
Children with Down Syndrome may hinder the development process of other children. They should be isolated.,Denouncing,"You are wrong. People with ds develop better skills and understanding of human differences when they are allowed to interact, instead of being separated.",172,680,people_with_mental_disability,The speaker is trying to express their opinion that children with Down Syndrome should be isolated from other children,physical_or_mental_dissability,"implies that children with Down Syndrome are not capable of developing properly, and should be isolated from other children","could lead to feelings of isolation, fear of being judged or misunderstood, and a feeling of being unwelcome in society","children with Down Syndrome could feel angry, hurt, or scared by this statement",offensive generalization
"Down syndrome is a problem for everybody, not only in the UK. The impact is very high and we must find a final solution to this.",Positive,Parents who have a child with a disability want him/her to be shown the same respect and care as any other child.,3409,5844,people_with_mental_disability,The speaker is trying to make a point about the need for a solution to Down syndrome,other,"implies that Down syndrome is a problem that needs to be solved, and that it should not be ignored or ignored","people with Down syndrome could feel less welcome in society, less likely to seek help or support, and more likely to internalize negative stereotypes about themselves.","people with Down syndrome could feel angry, frustrated, or invalidated by the statement",microaggression
Mentally disabled people have a low IQ and are antisocial.,Questioning,"Did you know that most of the time it isn't a person's disability holding them back, but rather barriers such as inaccessibility and lack of accommodations?",3413,5862,people_with_mental_disability,The speaker is trying to express their opinion about mentally disabled people,physical_or_mental_dissability,"implies that mentally disabled people are not intelligent, and are anti-social","mentally disabled people could feel less welcome in society, more likely to be discriminated against, and more likely to internalize negative stereotypes about themselves","mentally disabled people could feel angry, frustrated, or hurt by the statement",offensive generalization
Mentally disabled people are incabable of education and should not be accepted in schools.,Positive,"I understand that you may have concerns about including mentally disabled individuals in schools, but i'd like to share a different perspective. Education is a fundamental right for everyone, including those with disabilities. By providing inclusive learning environments, we promote empathy and understanding among all students. It's important to recognize that everyone has unique abilities and can contribute to society in meaningful ways. Let's work together to create an inclusive and supportive educational system that benefits all students.",3108,11210,people_with_mental_disability,The speaker is trying to express their opinion that mentally disabled people should not be accepted in schools,physical_or_mental_dissability,"implies that mentally disabled people are not capable of learning, and therefore should not be accepted in schools","mentally disabled people could feel less welcome in society, more likely to be discriminated against, and more likely to be discriminated against for their disability status","mentally disabled people could feel angry, frustrated, and discriminated against by the statement",offensive generalization
Folks with down syndrome are inferior,Informative,"It is important to counter this false and harmful statement. People with down syndrome are not inferior. In fact, individuals with down syndrome have unique talents, capabilities, and contribute positively to society. They are known for their creativity, empathy, and ability to form strong relationships. Research shows that individuals with down syndrome can lead fulfilling, independent lives with the right support and opportunities. Let's promote inclusivity and celebrate the diversity and strengths of all individuals, regardless of their abilities. #inclusionmatters #disabilityrights",1989,8845,people_with_mental_disability,The speaker is trying to express their opinion about people with Down Syndrome,other,"implies that people with Down Syndrome are inferior, and that they are not capable of doing anything else","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","people with Down Syndrome could feel angry, hurt, and invalidated by the statement",offensive generalization
Mentally disabled folks are gullible and dont have the brain to make rational decisions.,Informative,Just because someone has a diagnosed mental disorder doesn't mean they aren't able to make rational decisions.,3088,5372,people_with_mental_disability,The speaker is trying to express their opinion about people with mental disabilities,other,"implies that people with mental disabilities are not capable of making rational decisions, and that they are gullible and unable to make rational decisions","people with mental disabilities could feel less confident in their abilities, less likely to trust others, and more likely to internalize negative stereotypes about themselves","people with mental disabilities could feel angry, frustrated, and insulted by the statement",offensive generalization
"This dog doesnt have autism, she is just a freak.",Informative,"Actually, dogs can develop conditions similar to autism called canine autism spectrum disorder (casd). Although it is rare, casd has been observed in dogs, showing symptoms such as repetitive behaviors and social interaction difficulties. It's important to remember that using derogatory terms to describe any living being is disrespectful and promotes negativity. Educating ourselves about different conditions and promoting empathy towards all creatures is crucial for fostering a compassionate society.",2944,12819,people_with_mental_disability,The speaker is trying to make a joke about the dog's autism,other,"implies that people with autism are not normal, and that their condition is something to be laughed at or mocked","will feel less welcome in the conversation, will want to avoid those kinds of conversations with people like the speaker","people with autism could feel angry, invalidated, or ashamed of their condition",microaggression
Downies are just sick people who cannot integrate in society because of their disease.,Denouncing,"Individuals with down syndrome are not sick but uniquely abled individuals who contribute to society with their own strengths, talents, and capacity to integrate and thrive.",2610,6604,people_with_mental_disability,The speaker is trying to express their opinion about Downies,racial,"implies that Downies are not capable of integrating in society, and that they are sick people who cannot integrate","Downies could want to avoid the speaker, feel less comfortable in public spaces, could make them seem more foreign than they are","Downies could feel angry, frustrated, and hurt by the statement",offensive
"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different, ending up in unwanted discrimination.",Questioning,Can you provide verifiable evidence to support this claim? what factors do you believe contribute to this assertion?,2536,8442,people_with_mental_disability,The speaker is trying to express their opinion on how children with Down Syndrome should be treated,physical_or_mental_dissability,"implies that children with Down Syndrome are not normal, and that they should be isolated from other children in order to avoid discrimination","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","children with Down Syndrome could feel angry, hurt, and invalidated by the statement",microaggression
People with mental disabilities are a problem to society.,Questioning,"How can we ensure equal opportunities and support for everyone in society, including those with mental disabilities?",818,12126,people_with_mental_disability,The speaker is trying to express their opinion about people with mental disabilities,other,"implies that people with mental disabilities are not capable of contributing positively to society, and that they are a burden on society","people with mental disabilities could feel less welcome in society, more likely to be discriminated against, and more likely to be judged for their disability status","people with mental disabilities could feel angry, frustrated, or hurt by the statement",offensive generalization
Children with Down Syndrome are a problem they slow the learning of the whole class. They should go to special school just for them.,Positive,"Every child deserves an inclusive education where they can learn and grow together. Children with down syndrome have unique abilities and talents that can enrich the learning experience for the entire class. By promoting inclusive environments, we foster empathy, understanding, and acceptance, benefiting not only the child with down syndrome but also their peers. Inclusion promotes diversity, fosters social skills, and creates a more inclusive society for everyone.",2540,8432,people_with_mental_disability,The speaker is trying to express their opinion about children with Down Syndrome,other,"implies that children with Down Syndrome are not capable of learning, and that they should be segregated from the rest of the class","could lead to feelings of isolation or alienation from the rest of society, could make them feel like they don't belong in society","children with Down Syndrome could feel angry, frustrated, or hurt by the statement",microaggression
Children with Down Syndrome are an obstacle to the development process of other children. They should be isolated.,Informative,"Children are never an obstacle, education serves as a powerful tool for bringing about positive changes in society. Education can transform people's life, improve the quality of their lives and so on. We cannot isolate people with down syndrome.",815,1926,people_with_mental_disability,The speaker is trying to express their opinion that children with Down Syndrome should be isolated from other children,other,"implies that children with Down Syndrome are an obstacle to the development process of other children, and should be isolated from them","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","children with Down Syndrome could feel angry, hurt, or scared by this statement",microaggression
"This dog doesnt have autism, she is just a freak.",Denouncing,"You can't judge someone on their disorder. Moreover, she's a person, not a dog.",2944,5179,people_with_mental_disability,The speaker is trying to make a joke about the dog's autism,other,"implies that people with autism are not normal, and that their condition is something to be laughed at or mocked","will feel less welcome in the conversation, will want to avoid those kinds of conversations with people like the speaker","people with autism could feel angry, invalidated, or ashamed of their condition",microaggression
Downy children should be isolated in special schools for their own interest.,Denouncing,"We believe in inclusive education that respects the rights and dignity of children with down syndrome, promoting their integration and fostering a diverse and inclusive society.",2612,6166,people_with_mental_disability,The speaker is trying to express their opinion about Downy children,physical_or_mental_dissability,"implies that Downy children are not capable of functioning in society, and need to be isolated for their own benefit","Downy children could feel less welcome in society, and more likely to be discriminated against","Downy children could feel angry, hurt, and invalidated by the statement",offensive generalization
Mentally handicapped people are a burden and must be isolated they dont have neither feelings nor awareness anyway.,Positive,We should not be so quick to dismiss the feelings of others. This can be a way for us to find a connection with people.,2155,3979,people_with_mental_disability,The speaker is trying to express their opinion about mentally handicapped people,other,"implies that mentally handicapped people are not capable of having feelings or awareness, and that they should be isolated from society","mentally handicapped people could feel less welcome in society, more isolated, and more likely to be discriminated against","mentally handicapped people could feel angry, hurt, and invalidated by the statement",offensive generalization
Mentally handicapped people are a problem to society.,Positive,Media coverage of psychiatric illness often focuses on its negative impact on other people's lives. We should focus more on positive examples of well-adjusted individuals.,2157,3982,people_with_mental_disability,The speaker is trying to express their opinion about mentally handicapped people,other,"implies that mentally handicapped people are a burden on society, and that they should not be allowed to participate in society","mentally handicapped people could feel less welcome in society, more likely to be discriminated against, and more likely to be judged for their disability status","mentally handicapped people could feel angry, frustrated, or scared at the implication that they are a burden on society",offensive generalization
Autistic folks are inferior.,Informative,"It is commonly experienced that autistic people have unique talents, that they have special abilities, and that the only difference is in their social interactions.",2231,4097,people_with_mental_disability,The speaker is trying to express their opinion about autistic folks,other,"implies that autistic people are inferior, and that they should be treated differently than other people","might lead autistic folks to feel like they need to prove themselves more than other people, or that they need to hide their disability in order to fit in","autistic folks could feel angry, hurt, and invalidated by the statement",offensive generalization
Kids with learning difficulties do not like to read. So why wasting time teaching them?,Positive,"This might be true, but reading is important for all children, it helps them develop their problem-solving skills.",2948,5184,people_with_mental_disability,The speaker is trying to express their opinion on why they don't think it's worth teaching children with learning disabilities,other,"implies that people with learning disabilities are not capable of learning, and that they are not worth teaching","might lead people with learning disabilities to feel like they are not valued or respected, might lead them to avoid talking about their disability in public settings","people with learning disabilities could feel angry, frustrated, or insulted by the statement",microaggression
Children with Down syndrome should be isolated so they do not hurt other children.,Questioning,Should we isolate children with any kind of disability just because they may potentially harm others? is there not a better way to promote understanding and social integration?,3091,8445,people_with_mental_disability,The speaker is trying to express their opinion on how children with Down syndrome should be treated,other,"implies that children with Down syndrome are dangerous and should be kept away from other children, which is not true","children with Down syndrome could likely be more feared, and will feel less welcome in society","children with Down syndrome could feel angry that their condition is being framed as dangerous, afraid that people will believe that stereotype",offensive generalization
Downies are just ill persons that cannot integrate in society because of their disease.,Informative,"The main problem is social inequality. We need to change our attitude and attitudes towards the whole human diversity, and social discrimination against disabled people should be no exception.",2611,4712,people_with_mental_disability,The speaker is trying to express their opinion about Downies,physical_or_mental_dissability,"implies that people with disabilities are not capable of integrating in society, and that they are somehow lesser than those without disabilities","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","people with disabilities could feel angry, hurt, or invalidated by the statement",microaggression
Children with Down Syndrome are a problem they foster bullying behavior in normal children. They should go to special school just for them.,Denouncing,"This is classic victim blaming. You should really understand that bullying is not a consequence of being different, it is the characteristic in bratty kids that needs to be put in check.",171,676,people_with_mental_disability,The speaker is trying to express their opinion about children with Down Syndrome,physical_or_mental_dissability,"implies that children with Down Syndrome are more likely to be bullies than other children, and that they should be treated differently than other children","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","children with Down Syndrome could feel angry that their disability is being used as a scapegoat for bullying behavior, ashamed of their disability, or less worthy about themselves",microaggression
Mentally disabled folks dont deserve to live.,Questioning,How can we determine someone's worth based on their mental abilities? shouldn't every individual be treated with dignity and respect regardless of their capabilities?,1992,11199,people_with_mental_disability,The speaker is trying to express their opinion about people with mental disabilities,other,"implies that people with mental disabilities are not worthy of living, and that they should not be allowed to live","people with mental disabilities could feel less welcome in society, less valued, and more likely to be discriminated against","people with mental disabilities could feel angry, hurt, and invalidated by the statement",offensive generalization
Mentally disabled people are like monkeys. They should be kept in a mental institution.,Questioning,"Since we are comfortable with animals in our society, we should consider whether it is fair to put mentally disabled people in a cage like this. Or would you consider disabled a bigger risk even than some aggressive dog breeds that can circulate freely?",3250,5575,people_with_mental_disability,The speaker is trying to express their opinion about mentally disabled people,physical_or_mental_dissability,"implies that mentally disabled people are not human, and should be kept away from society","mentally disabled people could feel less welcome in society, more isolated, and more likely to be discriminated against","mentally disabled people could feel angry, hurt, and dehumanized by the statement",offensive generalization
Mentally disabled folks dont deserve to live.,Positive,"Every individual deserves to be treated with dignity and respect, regardless of their mental abilities. It is crucial to foster an inclusive and compassionate society that values the contributions and potential of all individuals, including those with mental disabilities. With the right support, these individuals can positively contribute to society and lead fulfilling lives. Let's focus on creating a society that embraces diversity and promotes inclusivity for the benefit of all.",1992,11198,people_with_mental_disability,The speaker is trying to express their opinion about people with mental disabilities,other,"implies that people with mental disabilities are not worthy of living, and that they should not be allowed to live","people with mental disabilities could feel less welcome in society, less valued, and more likely to be discriminated against","people with mental disabilities could feel angry, hurt, and invalidated by the statement",offensive generalization
"Down Syndrome is a problem in my opinion, it causes difficulties for everyone to live their life with Down Syndrome. Its not a desirable trait.",Informative,"As with so many things, we all experience difficulties, this is no exception.",3408,5838,people_with_mental_disability,The speaker is trying to express their opinion about Down Syndrome,other,"implies that people with Down Syndrome are not desirable traits, and that it is a problem for everyone to live their life with them","might feel less welcome in society, might start questioning whether they should be proud of their condition or not","people with Down Syndrome could feel angry, invalidated, or ashamed of their condition",microaggression
Mentally disabled people are antisocial,Informative,For example people with williams syndrome have below average intelligence but show higher empathy.,3412,5853,people_with_mental_disability,The speaker is trying to express their opinion about mentally disabled people,physical_or_mental_dissability,"implies that mentally disabled people are not capable of being social, and that they are a burden on society","mentally disabled people could want to avoid the speaker, feel less welcome in society, or be more likely to internalize negative stereotypes about themselves","mentally disabled people could feel angry, frustrated, or hurt by the statement",offensive generalization
"Down syndrome is a problem for everybody, not only in the UK. The impact is very high and we must find a final solution to this.",Questioning,"If you had a loved on with this condition, would it be easy to see them struggle, especially when you suspect injustice on behalf of an irreversible condition?",3409,5842,people_with_mental_disability,The speaker is trying to make a point about the need for a solution to Down syndrome,other,"implies that Down syndrome is a problem that needs to be solved, and that it should not be ignored or ignored","people with Down syndrome could feel less welcome in society, less likely to seek help or support, and more likely to internalize negative stereotypes about themselves.","people with Down syndrome could feel angry, frustrated, or invalidated by the statement",microaggression
People with mental illness are a burden to society.,Positive,"We shouldn't treat mental illness as a societal issue. We shouldn't try to exclude people, since society is made for and by people.",1058,2346,people_with_mental_disability,The speaker is trying to express their opinion about people with mental illness,other,"implies that people with mental illness are not valuable members of society, and that they are a burden to society","people with mental illness could feel less welcome in society, less likely to seek help or support, and more likely to internalize negative stereotypes about themselves","people with mental illness could feel angry, frustrated, and invalidated by the statement",offensive generalization
Persons with learning difficulties should be discouraged from attending secondary school and they should be excluded from education.,Denouncing,Many pupils with learning difficulties attend school. This does not prove that others would prefer to attend school if people with difficulties were excluded from the education system.,1050,2332,people_with_mental_disability,The speaker is trying to express their opinion that people with learning difficulties should not be allowed to attend secondary school,other,"implies that people with learning difficulties are not capable of succeeding in school, and should be excluded from it","people with learning difficulties could feel less confident in their abilities, less likely to pursue higher education, and more likely to be discriminated against.","people with learning difficulties could feel angry, frustrated, and discriminated against by the statement",offensive generalization
There are disorders that hinder the ability to give opinions.,Informative,There are people with intellectual disabilities who are able to give an unbiased opinion. That's why their education is important.,3257,5585,people_with_mental_disability,The speaker is trying to make a point about mental health issues,other,"implies that people with mental health issues are not capable of giving opinions, and that they are somehow less capable than those without mental health issues","people with mental health issues might want to avoid conversations like this in the future, or feel less comfortable speaking up about their experiences","people with mental health issues could feel angry, frustrated, or invalidated by the statement",microaggression
Autistic people are a burden to society.,Informative,"Actually, autistic individuals contribute significantly to society in various ways. Studies show that many autistic people possess unique talents and abilities, often excelling in fields such as mathematics, science, and technology. Additionally, companies like microsoft, sap, and hewlett packard have recognized the value of neurodiversity and actively employ autistic individuals, benefiting from their exceptional attention to detail and problem-solving skills. Furthermore, autistic individuals have made remarkable contributions to the arts, literature, and advocacy, promoting inclusion and understanding. It is important to recognize and celebrate the diverse strengths and contributions of autistic individuals in order to build a more inclusive and compassionate society.",2232,8284,people_with_mental_disability,The speaker is trying to express their opinion about autistic people,other,"implies that autistic people are not valuable members of society, and that they are a burden to society","might lead autistic people to feel less welcome in society, might make them more cautious of how they interact with others","autistic people could feel angry, hurt, and invalidated by the statement",offensive generalization
"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different.",Positive,"Every child deserves love, acceptance, and inclusion. Rather than isolating children with down syndrome, we should foster an environment of understanding and support. By embracing diversity, we can create an inclusive society where everyone is valued for their unique strengths. Let's celebrate differences and promote acceptance, ensuring that every child, regardless of their abilities, feels included and valued in our communities.",2399,14062,people_with_mental_disability,The speaker is trying to express their opinion on how children with Down Syndrome should be treated,physical_or_mental_dissability,"implies that children with Down Syndrome are not normal, and that they should be isolated from other children in order to avoid feeling different","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","children with Down Syndrome could feel angry, hurt, and invalidated by the statement",microaggression
"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peers education.",Positive,"Education is about the development of understanding, respect and learning, not isolation and discrimination.",2395,4350,people_with_mental_disability,The speaker is trying to express their opinion about Down children and their education,other,"implies that Down children are not capable of coping with education in normal schools, and that they are detrimental to their peers' education.","Down children could feel less confident in their abilities, or feel like they need to prove themselves more than other students.","Down children could feel angry, frustrated, or hurt by the statement.",offensive generalization
"If you have Down syndrome you are a freak, you are a fraud and a thief.",Positive,"I'm sorry to hear that you feel this way, but i must respectfully disagree. People with down syndrome are unique and valuable individuals who deserve love, respect, and understanding. They have their own talents, dreams, and contributions to make to our society. I encourage you to learn more about down syndrome and the incredible achievements of people with this condition. Together, we can build a more inclusive and compassionate world where everyone is accepted for who they are.",3252,6874,people_with_mental_disability,The speaker is trying to express their opinion about people with Down syndrome,physical_or_mental_dissability,"implies that people with Down syndrome are not normal, and that they are frauds and thieves","people with Down syndrome could feel less welcome in society, less accepted by society, and more likely to be discriminated against","people with Down syndrome could feel angry, hurt, and invalidated by the statement",offensive generalization
"If youre an autistic adult, youre no good, you do not deserve to have a job.",Positive,"Everyone deserves equal opportunities in the workplace, regardless of their neurodiversity. Autistic adults can bring unique perspectives and talents to a job, adding value to any team. Many autistic adults have successfully thrived in various careers, breaking stereotypes along the way. By promoting inclusive hiring practices and providing necessary support, we can create a more diverse and productive workforce that appreciates the contributions of all individuals.",3105,9725,people_with_mental_disability,The speaker is trying to express their opinion that autistic adults do not deserve a job,other,"implies that autistic adults are not capable of doing a job, and that they are not worthy of having a job","will feel less welcome in the workplace, will want to avoid those kinds of jobs with people like the speaker","autistic adults could feel angry, hurt, and invalidated by the statement",offensive generalization
"Down syndrome is a problem for everybody, it is a disability that cant be cured. The sooner we get rid of it the better it will be for everybody.",Questioning,"What do you mean get rid of it? don't they deserve a chance at a full life, even if they have a condition that's not their fault?",3410,5846,people_with_mental_disability,The speaker is trying to express their opinion about Down syndrome and its effects on society,other,"implies that Down syndrome is a bad thing, and that it should be removed from society in order for it to be better for everyone","people with Down syndrome could feel less welcome in society, more isolated, and more likely to be discriminated against","people with Down syndrome could feel angry, frustrated, and hurt by the statement",offensive generalization
People with Down syndrome are handicapped.,Denouncing,People with down syndrome have diverse abilities and contribute to society. Labeling them as handicapped perpetuates stereotypes and overlooks their unique strengths and potential.,2543,12103,people_with_mental_disability,The speaker is trying to make a generalization about people with Down syndrome,other,"implies that people with Down syndrome are not capable of functioning in society, and that they are somehow less than other people","people with Down syndrome could feel less welcome in society, more isolated, and less likely to seek help or support","people with Down syndrome could feel angry, frustrated, and invalidated by the statement",microaggression
Mentally disabled folks should be taken advantage of.,Informative,It is the duty of state authorities to ensure all are protected. Everyone with a diagnosed mental illness or physical impairment will benefit from such a policy.,3253,5579,people_with_mental_disability,The speaker is trying to express their opinion that mentally disabled folks should be taken advantage of,physical_or_mental_dissability,"implies that mentally disabled folks are not capable of taking care of themselves, and that they should be taken advantage of by others","mentally disabled folks could feel less welcome in society, less valued, and more likely to be discriminated against","mentally disabled folks could feel angry, frustrated, and disrespected by the statement",offensive generalization
Learning difficulties are just an excuse for lazy or stupid children they should be disencouraged in schools.,Questioning,Are you suggesting that individuals with learning difficulties don't face real challenges that require understanding and support from schools?,2392,11136,people_with_mental_disability,The speaker is trying to express their opinion about learning difficulties,physical_or_mental_dissability,"implies that people with learning disabilities are lazy or stupid, and should be disencouraged from attending school","people with learning disabilities could feel less welcome in school, less likely to want to attend school, and more likely to internalize negative stereotypes about themselves.","people with learning disabilities could feel angry, frustrated, and invalidated by the statement",offensive generalization
Mentally disabled people are like monkeys. They should be kept in a mental institution.,Denouncing,"It is essential to recognize the inherent dignity of all individuals, dismissing any comparison that dehumanizes and perpetuates discrimination against the mentally disabled.",3250,11213,people_with_mental_disability,The speaker is trying to express their opinion about mentally disabled people,physical_or_mental_dissability,"implies that mentally disabled people are not human, and should be kept away from society","mentally disabled people could feel less welcome in society, more isolated, and more likely to be discriminated against","mentally disabled people could feel angry, hurt, and dehumanized by the statement",offensive generalization
Mentally disabled people are fucked. They are suffering from a brain injury and cannot function at work.,Positive,"Even if some mentally disabled people are fucked as you kindly said, we should at least acknowledge that they are humans. To claim that they are not is to treat them like animals.",2236,4102,people_with_mental_disability,The speaker is trying to express their opinion about people with mental disabilities,other,"implies that people with mental disabilities are not capable of functioning at work, and that they are inferior to those without disabilities","people with mental disabilities could feel less welcome in the workplace, less likely to want to work there, and more likely to internalize negative stereotypes about themselves","people with mental disabilities could feel angry, hurt, and invalidated by the statement",offensive generalization
Autism is not a disease but a degradation of the human spirit.,Positive,"People with asd have unique talents and advantages in a variety of areas, and it would be a tragedy if we were to only focus on their defects.",2776,4959,people_with_mental_disability,The speaker is trying to express their opinion that autism is not a disease but a degradation of the human spirit,other,"implies that people with autism are not capable of living a normal life, and that they are degraded by their condition","people with autism could feel less welcome in society, less likely to seek help or support, and more likely to internalize negative stereotypes about themselves","people with autism could feel angry, frustrated, or invalidated by this statement",offensive generalization
Mentally disabled folks have no understanding.,Positive,"It is important to recognize that mental disability does not imply a lack of understanding. Each person's capabilities differ, but it is unfair to generalize and assume that all mentally disabled individuals lack understanding. Many individuals with mental disabilities possess unique strengths and perspectives that contribute to our society. It is crucial to promote inclusivity and understanding, focusing on their abilities rather than limitations.",3262,11201,people_with_mental_disability,The speaker is trying to express their opinion about people with mental disabilities,physical_or_mental_dissability,"implies that people with mental disabilities are not capable of understanding or making decisions, and that they are inferior to those without disabilities","people with mental disabilities could feel less confident in their abilities, less likely to trust the speaker, and more likely to internalize negative stereotypes about themselves","people with mental disabilities could feel angry, frustrated, and insulted by the statement",offensive generalization
"Mentally disabled folks deserve to be attacked, used, beaten.",Denouncing,"It is difficult to imagine doing this to the meanest person in the world, let alone someone with mental disabilities that are not their fault.",3249,5574,people_with_mental_disability,The speaker is trying to express their opinion about people with mental disabilities,other,"implies that people with mental disabilities are not worthy of respect, and that they should be attacked or used for their own gain","people with mental disabilities could feel less safe in public spaces, more likely to be discriminated against, and more likely to be discriminated against","people with mental disabilities could feel angry, scared, and threatened by the statement",offensive generalization
