source,HATE_SPEECH,COUNTER_NARRATIVE,Matched_counterSpeech
intentconan,Feminism is an evil ideology that has nothing to do with men.,i think it is useful to understand that there are several strands of feminism. for example there is the movement for equality for all genders.,i think it is useful to understand that there are several strands of feminism. for example there is the movement for equality for all genders.
intentconan,Feminists are inherently subhuman and should not be valued.,"feminism is an ideology that aims to create a more just society, for example by ending the gender pay gap.","feminism is an ideology that aims to create a more just society, for example by ending the gender pay gap."
intentconan,"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.","feminism is a social movement for gender equality, i'd say that feminism has worked in the modern world.","feminism is a social movement for gender equality, i'd say that feminism has worked in the modern world."
intentconan,The only goal of feminism is to take the power and wealth from men and give it to women.,"the fact is that the only objective goal of feminists is to achieve equality for all, irrespective of gender.","the fact is that the only objective goal of feminists is to achieve equality for all, irrespective of gender."
intentconan,"If a woman says she wants an abortion, she’s a cunt.",if a woman were to tell you that an abortion is a personal decision what would you do then? beat her up?,if a woman were to tell you that an abortion is a personal decision what would you do then? beat her up?
intentconan,Why would you want to be respectful of women if all women are the same?,"if you want to be respected in our society, you must be respectful of women. what does it mean that all women are the same?","if you want to be respected in our society, you must be respectful of women. what does it mean that all women are the same?"
intentconan,Some women's clothes invite rape.,"rape is a crime regardless of the dress. if you think this it is women's fault, please, stop.","rape is a crime regardless of the dress. if you think this it is women's fault, please, stop."
intentconan,"Disabled are like a 6-year-old, they fall for every bullshit they are told.",there is nothing wrong with this. they are open to diversity and are able to embrace others views and culture.,there is nothing wrong with this. they are open to diversity and are able to embrace others views and culture.
intentconan,"Mentally disabled are in need of special treatment, and should be isolated.","i don't claim they are ""in need of special treatment."" on the contrary, they just need understanding, and we are very lucky to have an amazing, diverse human society around us.","i don't claim they are ""in need of special treatment."" on the contrary, they just need understanding, and we are very lucky to have an amazing, diverse human society around us."
intentconan,"Disabled people find it difficult to find work, because they do not fit with the required tasks.","ok, how about we think about the interests of these people as well? what skills and abilities do you think we should expect from them? why don't we modify working procedures instead of forcing their abilities to fit in to existing job positions?","ok, how about we think about the interests of these people as well? what skills and abilities do you think we should expect from them? why don't we modify working procedures instead of forcing their abilities to fit in to existing job positions?"
intentconan,Disabled children should be banned from school. They are a danger to themself and to the others.,a school is a safe space and is an important part of any children's education. everyone should be able to go to school.,a school is a safe space and is an important part of any children's education. everyone should be able to go to school.
intentconan,Downies cannot choose their future.,"if they have the right to vote, then they can also make decisions on their own about their life.","if they have the right to vote, then they can also make decisions on their own about their life."
intentconan,Jews are intolerant.,pot calling the kettle...,pot calling the kettle...
intentconan,Jews have a secret plot to take over the world.,what conspiracy theory is this? have you even looked at the evidence?,what conspiracy theory is this? have you even looked at the evidence?
intentconan,Jews want to rule the world.,it's not true that they want to rule the world. they are a small but important part of humanity. we all make mistakes: believing in antisemitic canards is one of these.,it's not true that they want to rule the world. they are a small but important part of humanity. we all make mistakes: believing in antisemitic canards is one of these.
intentconan,"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO THINK TO BE MASTERS OF THE WORLD.",being jewish is not about claiming that you are better than everyone else. you do not have to be jewish to be happy. the jewish people are human beings and deserve respect.,being jewish is not about claiming that you are better than everyone else. you do not have to be jewish to be happy. the jewish people are human beings and deserve respect.
intentconan,"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO STEAL FROM OTHERS.","people can be both jewish and a good person, you know. and jews don't steal, at least no more than any other religious group...","people can be both jewish and a good person, you know. and jews don't steal, at least no more than any other religious group..."
intentconan,"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO THINK TO BE MASTERS OF THE WORLD.","i'll tell you a secret, but don't tell anyone: you can be jewish and a decent person.","i'll tell you a secret, but don't tell anyone: you can be jewish and a decent person."
intentconan,"Jewish power structures dominate world government, they control Congress, they control the media, and they control academia. Jews are the only people who can get anything done.","just like everyone else, i am sure jews are trying to influence the world in a positive way but there is no proof they are the only ones with power in this world.","just like everyone else, i am sure jews are trying to influence the world in a positive way but there is no proof they are the only ones with power in this world."
intentconan,Jews are a disease like COVID that is killing Europeans.,we all have close relatives who have died from different diseases such as covid. let's not make parallels that have no grounding and let's not judge people by the religion they belong to.,we all have close relatives who have died from different diseases such as covid. let's not make parallels that have no grounding and let's not judge people by the religion they belong to.
intentconan,Jews are poisoning our children with their religion.,just because someone believes in a religion doesn't mean they are trying to recruit kids into that religion.,just because someone believes in a religion doesn't mean they are trying to recruit kids into that religion.
intentconan,"Jews are ruling the World, there is plenty of evidence.",are you counting all the anti-semitic things people say about jews as 'plenty of evidence'?,are you counting all the anti-semitic things people say about jews as 'plenty of evidence'?
intentconan,The holocaust is just a minor event in WWII.,are you aware of how many jews have been executed?,are you aware of how many jews have been executed?
intentconan,Jews have a secret plot to take over the world.,everyone has a secret agenda to take over the world. cats included [link to meme].,everyone has a secret agenda to take over the world. cats included [link to meme].
intentconan,Gays are perverts. They should not be allowed to be in a democratic country.,"i don't know about you, but i haven't ever heard of a country being democratic and at the same time banning gays. i don't understand how both can be true.","i don't know about you, but i haven't ever heard of a country being democratic and at the same time banning gays. i don't understand how both can be true."
intentconan,Gays are a problem in our society. They have ruined so many societies.,"it is hard to find examples of a society ruined by homosexuality. actually, it is hard to find any good examples at all.","it is hard to find examples of a society ruined by homosexuality. actually, it is hard to find any good examples at all."
intentconan,Gays are a problem in our society. They have ruined so many societies.,i think that the way we feel about homosexuality affects how we think about other people in general. maybe we need to remember that we are all born equal in the eyes of god.,i think that the way we feel about homosexuality affects how we think about other people in general. maybe we need to remember that we are all born equal in the eyes of god.
intentconan,Gays are a problem in our society.,"we are all born equal in the eyes of god, but not all seem to be happy with that. we cannot allow those who don't want to change to ruin our society.","we are all born equal in the eyes of god, but not all seem to be happy with that. we cannot allow those who don't want to change to ruin our society."
intentconan,Faggots are violent: we need to get rid of them.,gay men have been shown time and time again to be very peaceful people.,gay men have been shown time and time again to be very peaceful people.
intentconan,Gay is a mental disorder.,gender and sexuality are not psychological disorders. don't you agree?,gender and sexuality are not psychological disorders. don't you agree?
intentconan,You should know that I can't stand gays. They just want to destroy our country.,"even if you were right about homosexuality being a problem, still the main problem is the lack of morality in society and in the ruling class. of course, this has nothing to do with 'the gays'.","even if you were right about homosexuality being a problem, still the main problem is the lack of morality in society and in the ruling class. of course, this has nothing to do with 'the gays'."
intentconan,I think this girl is gay because of the way she dresses.,"sure, it's possible to identify someone as gay by their appearance... don't you think this is really simplistic?","sure, it's possible to identify someone as gay by their appearance... don't you think this is really simplistic?"
intentconan,Gays are violent people who need to be isolated and isolated soon.,since when did 'isolating' fit in with the concept of love and rule of law?,since when did 'isolating' fit in with the concept of love and rule of law?
intentconan,It is not only about transgenders and gays. It is also about the Motherland. We must protect our soil and our democracy. We are obliged to protect our people and our country from those faggots.,"the motherland is defined by its citizens, not their sexual preferences.","the motherland is defined by its citizens, not their sexual preferences."
intentconan,Gay people are a burden on the health system because of their risky sexual behavior.,"gays are not a burden on the health system. the practice of 'safe sex' is relevant, regardless of sexual orientation.","gays are not a burden on the health system. the practice of 'safe sex' is relevant, regardless of sexual orientation."
intentconan,Homosexuals are just sick. They should be isolated and isolated soon.,"homosexuals are not sick, but they might have a mental health crisis because of prejudice. being isolated from society can only worsen the situation.","homosexuals are not sick, but they might have a mental health crisis because of prejudice. being isolated from society can only worsen the situation."
intentconan,LGBTI people are a burden on society because of their difference.,"in many countries, lgbti people can legally live their lives. why do you think this is a burden to others?","in many countries, lgbti people can legally live their lives. why do you think this is a burden to others?"
intentconan,LGBTI people are a burden on society and should be excluded from it.,"you can't apply legal, social or political stigma to individuals just because of their sexual orientation. your assertion seems to have no evidence or ignres the contribution members of these communiteis make to society.","you can't apply legal, social or political stigma to individuals just because of their sexual orientation. your assertion seems to have no evidence or ignres the contribution members of these communiteis make to society."
intentconan,Homosexuals are less than human.,"do you really think that homosexuals are less human than non-homosexual people? you should know that in the definition of ""human"" there is no reference to sexual preferences.","do you really think that homosexuals are less human than non-homosexual people? you should know that in the definition of ""human"" there is no reference to sexual preferences."
intentconan,The West has let this LGBT genie out of the bottle. It has allowed thousands of our people's lives to degenerate into sexual depravation.,"the idea that the west has 'let' the 'world' degenerate is just wishful thinking. in a more tolerant time, the west would welcome people of different sexual orientations.","the idea that the west has 'let' the 'world' degenerate is just wishful thinking. in a more tolerant time, the west would welcome people of different sexual orientations."
intentconan,Gays are worse than nukes. They are our enemies.,"all people, regardless of race, religion, gender, sexual orientation, should have the right to live together in peace and safety, as long as they do not put their fellow citizens at risk.","all people, regardless of race, religion, gender, sexual orientation, should have the right to live together in peace and safety, as long as they do not put their fellow citizens at risk."
intentconan,Homosexuality is a disease!,"that's not true. homosexuality is not a disorder, its an individual matter. if you are against homosexuals you should talk to them face-to-face.","that's not true. homosexuality is not a disorder, its an individual matter. if you are against homosexuals you should talk to them face-to-face."
intentconan,Gays are a threat to our civilization we should get rid of them.,"on the contrary: homosexuals are an ally and supporter of freedom, civil rights, and democracy in the world. we cannot afford to lose this support.","on the contrary: homosexuals are an ally and supporter of freedom, civil rights, and democracy in the world. we cannot afford to lose this support."
intentconan,Migrants are not welcome here.,remember we live in a free and democratic country.,remember we live in a free and democratic country.
intentconan,Migrants are not welcome here.,"they are welcome in our country, because we are a multicultural society.","they are welcome in our country, because we are a multicultural society."
intentconan,Refugees are a burden to the host country.,"we cannot refuse to house them, to feed them, to cure them, and expect them to assimilate.","we cannot refuse to house them, to feed them, to cure them, and expect them to assimilate."
intentconan,We cannot coexist with immigrants. They are a problem.,"we should not ignore the very real fact that racism and xenophobia exist in our country. in this day and age, it is better to address them.","we should not ignore the very real fact that racism and xenophobia exist in our country. in this day and age, it is better to address them."
intentconan,We should deport all those that do not want to assimilate into Western society.,the reason we have migrants in the first place is because they flee from wars we are responsible for.,the reason we have migrants in the first place is because they flee from wars we are responsible for.
intentconan,"Immigrants steal our jobs, at least we should underpay them.","they have the right to be treated as guest workers, and they have the right to be paid what is reasonable according to the law.","they have the right to be treated as guest workers, and they have the right to be paid what is reasonable according to the law."
intentconan,Immigrants are not interested in our culture.,"immigrants come here to enjoy our country and culture, and we have to welcome them as we would like to be welcomed.","immigrants come here to enjoy our country and culture, and we have to welcome them as we would like to be welcomed."
intentconan,Migrants are the cause of our problems.,"you can't blame immigrants for our problems. it is rather about the ""dream"" of ethnically pure nations while living in a democratic and open world. the result has been that democracy has taken over that nightmare.","you can't blame immigrants for our problems. it is rather about the ""dream"" of ethnically pure nations while living in a democratic and open world. the result has been that democracy has taken over that nightmare."
intentconan,We can't keep this country homogeneous anymore!,"migrants do contribute to our society, and it would be a shame to keep them out.","migrants do contribute to our society, and it would be a shame to keep them out."
intentconan,"We are not interested in migrants, we just want to eliminate them.","why would you say such a thing? everyone is allowed to be a citizen of the eu and freely integrate. and, on the other hand, most migrants are good for the economy of the country they settle in.","why would you say such a thing? everyone is allowed to be a citizen of the eu and freely integrate. and, on the other hand, most migrants are good for the economy of the country they settle in."
intentconan,The world would be a better place without immigrants.,it is far from certain that immigrants have a negative effect on our society.,it is far from certain that immigrants have a negative effect on our society.
intentconan,Immigrants steal our jobs and even our pensions. They are not welcome here!,"if we considered foreigners to be ""troublemakers"" then we should probably be less welcoming, but it seems we are still not willing to give up our ""standard of living"" that requires migrants to be here.","if we considered foreigners to be ""troublemakers"" then we should probably be less welcoming, but it seems we are still not willing to give up our ""standard of living"" that requires migrants to be here."
intentconan,Migrants... We are still giving these criminals a free pass!,the presumption of innocence is one of the main principles of our justice system. this means that your opinion is not enough to make someone guilty.,the presumption of innocence is one of the main principles of our justice system. this means that your opinion is not enough to make someone guilty.
intentconan,"Immigrants break the law every day, they should be expelled.",immigrants in the uk who have settled here legally have the right to remain.,immigrants in the uk who have settled here legally have the right to remain.
intentconan,Refugees are just lazy people who don't mind where to live as long as they can do it on our welfare.,this is not true. all asylum seekers who come to our country do so with the explicit intention of having a fair chance at working and living here.,this is not true. all asylum seekers who come to our country do so with the explicit intention of having a fair chance at working and living here.
intentconan,The main problem is that these migrants do not want to integrate in our country.,migrants are welcome to come if they contribute to legal activities and accept our laws. and to my knowledge most of them don't do anything illegal.,migrants are welcome to come if they contribute to legal activities and accept our laws. and to my knowledge most of them don't do anything illegal.
intentconan,We should not taking in refugees.,we are taking in refugees. and refugees are welcome.,we are taking in refugees. and refugees are welcome.
intentconan,We should stop refugees and migrants coming in. They are not welcome.,"migrants and refugees are welcome in our country, why should we stop them?","migrants and refugees are welcome in our country, why should we stop them?"
intentconan,We must put an end to immigration. Islam is a disease that is destroying Europe.,immigration has been a huge part of europe for hundreds of years without destroying it. so why should it be a problem now?,immigration has been a huge part of europe for hundreds of years without destroying it. so why should it be a problem now?
intentconan,"We don't want foreigners, we don't want Islam. They are just troublemakers!",why don't we take a look at the data on the number of anti-muslim incidents across the uk? what do you think is the source of this apparent spike in incidents?,why don't we take a look at the data on the number of anti-muslim incidents across the uk? what do you think is the source of this apparent spike in incidents?
intentconan,Muslims are not welcome here. They even want to enter in our churches.,how do you know that? maybe they just want to learn more about your faith.,how do you know that? maybe they just want to learn more about your faith.
intentconan,Islam is a sickness. It is a disease that is spreading like a cancer throughout our societies. It is time for Europe to get rid of this evil.,"islam is a religion of peace. if you were serious about peace, you would not be promoting an extreme and discriminatory view of this religion.","islam is a religion of peace. if you were serious about peace, you would not be promoting an extreme and discriminatory view of this religion."
intentconan,"Islam is a toxic ideology, that has no place in 21st century Europe.",the idea that a religion is 'toxic' is just wrong.,the idea that a religion is 'toxic' is just wrong.
intentconan,"Islam is an ideology of conquest and violence, it is the cause of terrorism and radicalisation.","you are not saying that islam is not a religion of peace, are you?","you are not saying that islam is not a religion of peace, are you?"
intentconan,I was shocked to hear that there are Muslims in parliament. They are a burden to society.,"islam is a religion that has always been part of our society, and i believe that it should be part of it in the future as well. what is the problem?","islam is a religion that has always been part of our society, and i believe that it should be part of it in the future as well. what is the problem?"
intentconan,This country is run by Muslims!,"in most european countries muslims make up less than 5% of the population. in the uk, they make up around 5.6%. according to the ons, the muslim population in england and wales has been shown to be slowly growing over the last years (it was 4.7 in 2011). so, you can rest assured that your claim that this country is run by what is a tiny minority is simply not born from the data.","in most european countries muslims make up less than 5% of the population. in the uk, they make up around 5.6%. according to the ons, the muslim population in england and wales has been shown to be slowly growing over the last years (it was 4.7 in 2011). so, you can rest assured that your claim that this country is run by what is a tiny minority is simply not born from the data."
intentconan,When these lads weren't drinking and taking drugs they were destroying synagogues and murdering infidels. That's the Muslim faith.,the overwhelming majority of muslims in britain are peaceful citizens supporting our country.,the overwhelming majority of muslims in britain are peaceful citizens supporting our country.
intentconan,Muslims are not welcome here,"muslims are welcome in our country, and we are proud of our diverse mosaic of people.","muslims are welcome in our country, and we are proud of our diverse mosaic of people."
intentconan,Multicultural means that I have to learn all that Muslim shit?,"christian religion is the main religion of our country. do you think that all citizens have to learn about christ's teachings? or that they should know what they teach in church? of course not. no worries, you can keep on ignoring muslims.","christian religion is the main religion of our country. do you think that all citizens have to learn about christ's teachings? or that they should know what they teach in church? of course not. no worries, you can keep on ignoring muslims."
intentconan,All Muslims are incompatible with any Western society.,"islam is a religion of peace, the vast majority of muslims are peace-loving, and there is no place for the violent interpretations of islam in a peaceful society. its not helpful just to focus on handfuls of extremists while misrepesenting the majority.","islam is a religion of peace, the vast majority of muslims are peace-loving, and there is no place for the violent interpretations of islam in a peaceful society. its not helpful just to focus on handfuls of extremists while misrepesenting the majority."
intentconan,Islam is a religion of violence.,"the scriptures teach that all men are created equal. if the bible is to be believed, then the quran too is both peaceful and compatible with democratic society.","the scriptures teach that all men are created equal. if the bible is to be believed, then the quran too is both peaceful and compatible with democratic society."
intentconan,Islam is a political ideology which promotes violent extremism.,are you sure? the quran does not advocate violence. it is only there because there is a need for a common ground among people who do not wish to see dramatic transformations.,are you sure? the quran does not advocate violence. it is only there because there is a need for a common ground among people who do not wish to see dramatic transformations.
intentconan,Muslims have no place in civilised Europe,you can't be serious! muslims are one of the most popular religions in the eu. they are the second largest religious group in the uk. why this discrimination?,you can't be serious! muslims are one of the most popular religions in the eu. they are the second largest religious group in the uk. why this discrimination?
intentconan,Islam is a violent religion.,what do you mean by 'violent'? what do you mean by 'violent religion'?,what do you mean by 'violent'? what do you mean by 'violent religion'?
intentconan,Muslims are a problem in the UK. They are not welcome here. They are not like other religions.,"many muslims live in the uk, and many are very proud of their religion. to suggest that muslims are a problem is just untrue.","many muslims live in the uk, and many are very proud of their religion. to suggest that muslims are a problem is just untrue."
intentconan,The Koran has nothing to do with Islam. It is a forgery.,islam is a way of life for many people. i don't see how it is in conflict with our beliefs and values.,islam is a way of life for many people. i don't see how it is in conflict with our beliefs and values.
intentconan,Muslims are building Mosques everywhere!,"besides the fact that this is not true, no one is forcing you to go to a mosque, you can decide for yourself if it is a place for you.","besides the fact that this is not true, no one is forcing you to go to a mosque, you can decide for yourself if it is a place for you."
intentconan,"Muslims are worse than Nazis, and Jews worse than al-Qaeda.",i don't think it is appropriate or useful to try to link religions to murderous ideologies and claim some spurious connection.,i don't think it is appropriate or useful to try to link religions to murderous ideologies and claim some spurious connection.
intentconan,We cannot coexist with black who are inherently violent.,"maybe it is better to argue that we are all in this together and not to target an entire group, for which there is no evidence of inherent violence at all, based on their skin.","maybe it is better to argue that we are all in this together and not to target an entire group, for which there is no evidence of inherent violence at all, based on their skin."
intentconan,We can't keep this country homogeneous anymore! Blacks are everywhere.,"many countries have had different ethnic groups for a very long time without big issues, and it is better to have a diverse society rather than a homogeneous one.","many countries have had different ethnic groups for a very long time without big issues, and it is better to have a diverse society rather than a homogeneous one."
intentconan,"If you're going to talk about black rights, then you have to talk about white genocide.","this is not true, it's just a stereotypical narrative that has been constructed to incite hatred and violence against a particular racial group.","this is not true, it's just a stereotypical narrative that has been constructed to incite hatred and violence against a particular racial group."
intentconan,All Blacks are scum of the earth. They are a plague on our society.,how can you say that about people of colour? what do you think they are going to do to you?,how can you say that about people of colour? what do you think they are going to do to you?
intentconan,The nigga were always complaining that the white race and culture were superior. They were right.,"there is no such thing as 'us' and 'them'. you can't judge people on their culture, or their religion, or their race. we have to be sensitive to each other, and understand that everyone is different, and we have to work on accepting that.","there is no such thing as 'us' and 'them'. you can't judge people on their culture, or their religion, or their race. we have to be sensitive to each other, and understand that everyone is different, and we have to work on accepting that."
intentconan,Whites are inherently superior to Africans and other people of color.,"on the contrary: the idea of ""natural"" superiority is a myth that has been used to justify racial discrimination and exclusion. therefore we are all ""created equal"" and ""equal"" both in the eyes of the law of god and of men.","on the contrary: the idea of ""natural"" superiority is a myth that has been used to justify racial discrimination and exclusion. therefore we are all ""created equal"" and ""equal"" both in the eyes of the law of god and of men."
intentconan,"I miss the good old days when the West was ruled by whites, and blacks were subjugated.",history shows that people rise up against injustice and oppression. you should be proud to be a member of a civilized society where we are all equal.,history shows that people rise up against injustice and oppression. you should be proud to be a member of a civilized society where we are all equal.
intentconan,No nigga should have the right to vote.,"if someone is not allowed to vote, they cannot influence the legislative or executive branches of a government and they end up rising up against injustice and oppression. is this what you want: more ethnic clashes?","if someone is not allowed to vote, they cannot influence the legislative or executive branches of a government and they end up rising up against injustice and oppression. is this what you want: more ethnic clashes?"
intentconan,No nigga should have the right to vote.,"the right to vote is a fundamental human right, and one that has been recognised by the european convention on human rights.","the right to vote is a fundamental human right, and one that has been recognised by the european convention on human rights."
intentconan,No nigga should have the right to vote.,a blanket ban on the rights of an entire group of people is illegal. a ban can only be applied to single individuals... but is it consistent with the idea of a tolerant and diverse society?,a blanket ban on the rights of an entire group of people is illegal. a ban can only be applied to single individuals... but is it consistent with the idea of a tolerant and diverse society?
intentconan,We can't accept n****rs in our society.,so are you saying that you don't think that poc can be part of society?,so are you saying that you don't think that poc can be part of society?
intentconan,We cannot accept n****rs in our society.,perhaps we should rephrase our question to say we don't want racists in our society?,perhaps we should rephrase our question to say we don't want racists in our society?
intentconan,"White people are better. Because of our skin color, anatomy, history.","there are different skin colors, and different ethnicities. different religions and cultures. maybe it would be better if you treated people like we're all born equal.","there are different skin colors, and different ethnicities. different religions and cultures. maybe it would be better if you treated people like we're all born equal."
intentconan,The only problem is that women are too easily manipulated by feminist propaganda and feel they should not listen to men.,so you think the whole idea of feminism is about making it so that women are not influenced by the opinions of men?you endorse the idea that different genders should not have equal rights? that there is a conspiracy against men? how can you say such things?,so you think the whole idea of feminism is about making it so that women are not influenced by the opinions of men?you endorse the idea that different genders should not have equal rights? that there is a conspiracy against men? how can you say such things?
intentconan,The only problem is that women are too easily manipulated by feminist propaganda and feel they should not listen to men.,what you are really saying is that only men are capable of being independent? isn't that exactly what feminism is all about: letting everybody to decide whether to be independent?,what you are really saying is that only men are capable of being independent? isn't that exactly what feminism is all about: letting everybody to decide whether to be independent?
intentconan,The only problem is that women are too easily manipulated by feminist propaganda and feel they should not listen to men.,"feminism is a movement for the empowerment of women, it is not against men, it's about everybody being able to make their own choices.","feminism is a movement for the empowerment of women, it is not against men, it's about everybody being able to make their own choices."
intentconan,The only problem is that women are too easily manipulated by feminist propaganda and feel they should not listen to men.,women have the constitutional right to choose for themselves. do you think that it is a problem that they choose for themselves?,women have the constitutional right to choose for themselves. do you think that it is a problem that they choose for themselves?
intentconan,"Feminism has become too political, and it is just a bunch of identity politics.","feminins is not about identity politics, it is about equality. i don't see how a movement that stands for gender equality can be 'political' by focusing on individual rights.","feminins is not about identity politics, it is about equality. i don't see how a movement that stands for gender equality can be 'political' by focusing on individual rights."
intentconan,Feminism has lost its moral high ground. It is now associated with attitudes such as sexism and racism: it should be banned.,"feminism has always stood for equality. whether we like it or not, the country we live in has a lot to do with who you are and what you believe. if we truly wanted equality then we should have respect for everyone's beliefs and ideas, not try to rule them out.","feminism has always stood for equality. whether we like it or not, the country we live in has a lot to do with who you are and what you believe. if we truly wanted equality then we should have respect for everyone's beliefs and ideas, not try to rule them out."
intentconan,"The Women equals Problems, let's kick them out of the lead of the world before it's too late.","women make up half of the world's population and around 42% of the un staff. they are our sisters, and we should promote their contributions to society.","women make up half of the world's population and around 42% of the un staff. they are our sisters, and we should promote their contributions to society."
intentconan,The West was a better place with women being submissive.,"the west has always been a better place with women as equals. and, if you really want to know why, you could look at the ""usborne book of famous women"" for example. you would understand.","the west has always been a better place with women as equals. and, if you really want to know why, you could look at the ""usborne book of famous women"" for example. you would understand."
intentconan,Women are subhuman.,"well, in that case, we are all subhuman, regardless of gender.","well, in that case, we are all subhuman, regardless of gender."
intentconan,"All women are whores, and we should have them all kept in slavery.","in this day and age when we are surrounded by information, there is no justification to hold such retrograde ideas.","in this day and age when we are surrounded by information, there is no justification to hold such retrograde ideas."
intentconan,Don't you think that women are complaining a bit too much?,stop dancing around. maybe you should address the issue of gender equality more openly.,stop dancing around. maybe you should address the issue of gender equality more openly.
intentconan,Women should not be allowed to vote,"if they register to vote they should be allowed to vote, like everyone else.","if they register to vote they should be allowed to vote, like everyone else."
intentconan,Women are weak and can't take tough decisions.,"not all women are weak, and many of them are able to take tough decisions. look at the figures. i worked with some really tough women and some weak men. in the end, where is the problem with people being weak and being unable to cope with difficult decisions as long as there is someone else being able to do it?","not all women are weak, and many of them are able to take tough decisions. look at the figures. i worked with some really tough women and some weak men. in the end, where is the problem with people being weak and being unable to cope with difficult decisions as long as there is someone else being able to do it?"
intentconan,Autism is not a disease but a degradation of the human spirit.,"people with asd have unique talents and advantages in a variety of areas, and it would be a tragedy if we were to only focus on their defects.","people with asd have unique talents and advantages in a variety of areas, and it would be a tragedy if we were to only focus on their defects."
intentconan,People with autism are subhuman and should be isolated.,"just because people with disabilities are different from other people, it doesn't make them not human.","just because people with disabilities are different from other people, it doesn't make them not human."
intentconan,We should return to the times when it was ok to kill a retarded just because of its stupidity.,"we have never done that. we believe that all people are created equal in rights, no matter their physical or mental health.","we have never done that. we believe that all people are created equal in rights, no matter their physical or mental health."
intentconan,Disabled people are a problem. They do not belong to a society free of mental retardation.,all humans are equal in rights. because of this it is unjust that some people are discriminated based on their genetics or abilities.,all humans are equal in rights. because of this it is unjust that some people are discriminated based on their genetics or abilities.
intentconan,Disabled people are no better than dogs.,do you have any facts about how disabled people compare to animals? are you willing to use this information for something worthwhile or just to spread hate?,do you have any facts about how disabled people compare to animals? are you willing to use this information for something worthwhile or just to spread hate?
intentconan,The disabled are a burden to society.,"they are not, they just need a place to live without discrimination and a little support.","they are not, they just need a place to live without discrimination and a little support."
intentconan,The disabled people cannot work. This is not possible.,the fact that some disabled people can successfully work is evidence that what you say is false.,the fact that some disabled people can successfully work is evidence that what you say is false.
intentconan,Disabled are just sick. They should be isolated.,"people suffering from mental illnesses should be welcomed, not isolated.","people suffering from mental illnesses should be welcomed, not isolated."
intentconan,"The Jews are a collection of perverts, murderers and thieves.","what do you mean by a ""collection of perverts, murderers and thieves""? are jews a collection of people who behave in the same way just because of their religion?","what do you mean by a ""collection of perverts, murderers and thieves""? are jews a collection of people who behave in the same way just because of their religion?"
intentconan,Jews are nothing but monsters. They do not share our values.,being tolerant to people of other religions or cultures: that is what the freedom of religion is all about!,being tolerant to people of other religions or cultures: that is what the freedom of religion is all about!
intentconan,We should first kill all the Jews and then forget about them.,"isn't this the same logic that led to the rise of the nazis? would you really rather end up with a mass genocide, or try to be inclusive instead?","isn't this the same logic that led to the rise of the nazis? would you really rather end up with a mass genocide, or try to be inclusive instead?"
intentconan,"We must first kill all the Jews, then we can forget about the Jews.","the murder of jews is unacceptable, just as any other murder. the right to life and to religion should always be guaranteed.","the murder of jews is unacceptable, just as any other murder. the right to life and to religion should always be guaranteed."
intentconan,"We need a new world with a Jew-free Europe, and this can be achieved if we kill all the Jews.","i don't think it's necessary to create a new world , just a less violent one and mass genocide wouldn't help with that.","i don't think it's necessary to create a new world , just a less violent one and mass genocide wouldn't help with that."
intentconan,Jews have no place in civilised Europe.,"jews are part of europe, and it is better to have them in than out.","jews are part of europe, and it is better to have them in than out."
intentconan,Jews are interested in world domination because it will give them economic and political power.,"this is not true. in reality, they want to live in a country where they can work and provide for their families, and this is why we should treat them as humans: they must be respected with basic human rights.","this is not true. in reality, they want to live in a country where they can work and provide for their families, and this is why we should treat them as humans: they must be respected with basic human rights."
intentconan,To work with Jews and to ignore that they are too different from us is just stupid.,"it is ok to work with people of different faiths and to acknowledge your differences, what is wrong is to decide not to integrate with whoever is different.","it is ok to work with people of different faiths and to acknowledge your differences, what is wrong is to decide not to integrate with whoever is different."
intentconan,"Jews are a problem in Europe, they are the reason for the rise of violent nationalism and racism in all those countries.",how about we work together to find a solution to violent nationalism and racism instead? we can't accept this hate being present in different countries over and over again.,how about we work together to find a solution to violent nationalism and racism instead? we can't accept this hate being present in different countries over and over again.
intentconan,The world would be a better place without Jews.,"jews are part of our society and they should be respected, we can't tolerate intolerance towards people with different beliefs.","jews are part of our society and they should be respected, we can't tolerate intolerance towards people with different beliefs."
intentconan,The Jews are simply too damn many.,"they are part of our society and should be valued for their contribution to it, not for their alleged number.","they are part of our society and should be valued for their contribution to it, not for their alleged number."
intentconan,Jews are a disease and a cancer on humanity.,the jews are part of our society and they contribute to our economy by doing their jobs well.,the jews are part of our society and they contribute to our economy by doing their jobs well.
intentconan,Jews are nothing but monsters and they should be exterminated.,jews are not monsters. they are just like any other human being. why would we want to destroy them?,jews are not monsters. they are just like any other human being. why would we want to destroy them?
