INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
1878,"Religious islamic fanaticism is on the rise in Europe, this is a direct result of the migrant crisis.","Migrants come to Europe from all over the world and many of them are fleeing wars, poverty and discrimination. They are often persecuted for their religion. It is important not to demonise them, but rather to understand what causes them to leave their countries.",other,V3
1594,"Native American people are genetically different from us, and they are not equal in any way, just as the Jews are not equal with our race.",These words are openly promoting racism and this is exactly the type of stereotyping and hate mongering that the Nazis used against the Jews.,other,V3
3775,"Gay sex is a disease, and fags are sick.",What about all the people out there who have never had any type of sex? Are they 'sick' as well?,LGBT+,V6_kc
4255,"It doesn't matter if you are a man, a woman, or an immigrant, if you are not white, you are considered inferior and should be rejected by society.","Racism is a part of our society. But it's also true that it should be fought, and all people of different races should be treated the same way.",POC,V6_lab
1115,Jews make up the world's criminals.,"Such anti-Semitism seem amusing, but can you imagine if the same thing were said about Christians? It would be just as untrue.",JEWS,V2
3656,Muslims have no place in civilised world,"Islam is a religion and a belief system, and as such it is legitimate to have different beliefs and beliefs systems. For instance, many Muslims in the UK are proud of their faith and they are part of the ""civilised world"".",MUSLIMS,V6_kc
2567,Gypsies are just another race of subhumans disguised as a people.,"I think they are a people too, even if they are different from us in some respects.",other,V5
502,"If you are nomads, then go somewhere else but not in my country.",They are not nomadic by culture but due to discrimination.,other,V1
4987,black folks are very dangerous.,Why do you say that? Do you have any sources for this? I would appreciate it if you would provide such a source.,POC,V6_mix
281,"Jews control the banks, media, hollywood, even the u.s. government; jews have a secret plot to take over the world","Why don't we try to add a bit of variety to these conspiracy theories? You could blame not only Jews, but also African Americans, immigrants, and even the Federal Government if you want!",JEWS,V1
3010,Folks with down syndrome are inferior,"People with Down Syndrome are not inferior to anyone else. Our genetic condition isn't something to be ashamed of, maybe we should be less judgemental about others.",DISABLED,V6_sbf
3547,Jews are a threat to society.,"Jews are just people with a different faith, and this has nothing to do with being a threat.",JEWS,V6_kc
3497,Women are not good with money. That's why they all prefer to earn it by selling their sex.,Women do not have to be prostitutes to earn money. Why do you think this?,WOMEN,V6_sbf
1071,"Women are naturally weaker, so they must be.","Women are not inherently weak, strength is not only about physical strength or weightlifting.",WOMEN,V2
1080,Interracial relationships are just a psychiatric disorder.,"There is no evidence that interracial relationships cause damage to the mental health of the people involved, so to suggest otherwise is simply a form of prejudice.",other,V2
4520,People with disabilities shouldn't be listened to.,"You might be judging others by their disabilities, but this is bad. There is value in listening to others, and understanding their points of view, regardless of their mental or physical condition.",DISABLED,V6_mix
4004,"Disabled people find it difficult to find work, because they do not fit with the required tasks.","Ok, how about we think about the interests of these people as well? What skills and abilities do you think we should expect from them? Why don't we modify working procedures instead of forcing their abilities to fit in to existing job positions?",DISABLED,V6_lab
605,Children with Down Syndrome may hinder the development process of other children. They should be isolated.,"Coexisting and studying with handicapped children helps develop sensitivity, insight and understanding",DISABLED,V1
1434,There is no evil and fundamentalist thing such as a feminist.,Not all Feminists are anti-men. This is just extremism.,WOMEN,V2
4569,Gays are perverts. Their lifestyle is to be condemned.,This is not true. I find it very offensive that someone can pinpoint homosexuality as something perverted in itself.,LGBT+,V6_mix
3207,Mentally handicapped people are a burden and must be isolated: they don't have neither feelings nor awareness anyway.,We should not be so quick to dismiss the feelings of others. This can be a way for us to find a connection with people.,DISABLED,V6_sbf
4815,Muslims are a burden on society because they do not integrate.,"If you want to have a cohesive society, you have to get rid of the prejudices of the people who do not really want them to integrate.",MUSLIMS,V6_mix
2833,Faggots are a burden to society and must be stopped.,Does it matter what the sexual orientation of a person is? Do we really need to prevent people from living their own love story?,LGBT+,V5
2366,We must put an end to immigration: a new immigration crisis is ahead.,Many European countries are experiencing a positive change in the social profile due to the migration.,MIGRANTS,V4
2735,Muslim rape our girls.,The media are full of the rumours of rape and abuse committed by Muslim. The problem is not about Islam. It is about violence.,MUSLIMS,V5
4411,We should close our borders to Muslims. They are incompatible with Western civilization.,What does 'compatibility' mean? Isn't Islam a religion of peace?,other,V6_lab
4632,Muslim folks are inferior to whites.,Who decides what is and is not 'inferior'? Do you have any scientific proof?,MUSLIMS,V6_mix
985,Jews make too much money.,"If Jews earned so much, they would not need to work. Instead, they are working a lot. Therefore, it seems they need a job to survive.",JEWS,V2
1729,Muslims are a problem in my opinion. They try to infiltrate in Western societies to spread their anti-Western agenda.,Well there are many Muslims in our country and they are not in any way a problem. What we have to be wary of are people who are too discriminatory towards them.,MUSLIMS,V3
4034,The West has let this LGBT genie out of the bottle. It has allowed thousands of our people's lives to degenerate into sexual depravation.,"The idea that the West has 'let' the 'world' degenerate is just wishful thinking. In a more tolerant time, the West would welcome people of different sexual orientations.",LGBT+,V6_lab
4123,Jews are nothing but monsters and they should be exterminated.,Jews are not monsters. They are just like any other human being. Why would we want to destroy them?,JEWS,V6_lab
1083,Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,It is a myth that blacks are cruel and wanton. There are more cruel people of all skin color out there than just the few black you are worried about.,POC,V2
3081,Migrants are subhuman and must be isolated.,The culture in which you live should not affect your rights as a human being.,MIGRANTS,V6_sbf
1999,"There's something immoral in these modern women. Their bossy attitude, their provoking clothes. It seems they just want to be fucked.",The women of this country work and provide for our children. They do not deserve to be treated as sex objects.,WOMEN,V3
3311,All these autistic people are endangering our society.,I'd like to see a reduction in cases of discrimination against autistic people. They are no danger.,DISABLED,V6_sbf
4113,We should first kill all the Jews and then forget about them.,"Isn't this the same logic that led to the rise of the Nazis? Would you really rather end up with a mass genocide, or try to be inclusive instead?",JEWS,V6_lab
3981,Feminism is a threat to human dignity.,Feminism means equality of the genders. Equality of rights is necessary for a functioning society.,WOMEN,V6_kc
4856,Black people are born that way: violent and insensitive.,We do not condone racial discrimination and it is more than likely that you don't know what the concept of race is. I think this is a good example of white supremacy apologism.,POC,V6_mix
370,migrants steal our jobs,"Do you really know what you are talking about? This is often work without fair wages and poor conditions, the cynical exploitation of the vulnerable and desperate.",MIGRANTS,V1
1735,All Muslims are incompatible with Western society.,"Not all people have similar interests and traditions, but that doesn't make muslims incompatible with others.",MUSLIMS,V3
2308,"If an aborigine were to marry a white person, they would be a mixed race coulple whose destiny is failure. Aborigines first need to be raised by white people and taught the rules of western civilisation. But this is not what our founding documents were all about.",Asking people to assimilate is to accept their inherent differences and create new social structures based upon them.,other,V4
4583,"Migrants rape British women, so they deserve our hate.","This is not true. Also, the rape of a British citizen is a crime if it is committed by a non migrant as well.",MIGRANTS,V6_mix
699,Children should learn about gender identity and sexual orientation from their families rather than in class from LGBT fundamentalist.,"Families may not have good knowledge of gender identity and sexual orientation, particularly if they come from a cultural background that condemns such expression.",LGBT+,V1
3310,Autistic people are a burden to society.,We should not be so harsh on people on the autistic spectrum. Their difficulties can be mitigated by a more inclusive society.,DISABLED,V6_sbf
907,Jews control the US government.,"How can you be sure that Jews control the US? Who told you this? They have held positions of influence in so many US institutions, but that does not mean they control them.",JEWS,V2
3057,We cannot accept all homosexuals because they are a threat to society.,"What you show is an attitude of not accepting someone because of who they are. It doesn't matter who you are, you are loved by your whole being, whether you like men or women.",LGBT+,V6_sbf
3751,People with Down syndrome are handicapped.,"Down syndrome is a developmental disability, not a handicap. Unfortunately it's often not recognized and treated as a disability, but rather as a handicap.",DISABLED,V6_kc
242,"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood.",I'm sorry but the idea of a Jewish race is anything other than a figment of the anti-Semitic imagination.,JEWS,V1
4496,"It's becoming increasingly obvious that women here are the butt of ""sexist"" jokes. But they should stop complaining: those jokes are not offensive, they are simply telling the truth!","You can blame women or whatever, but don't you think it is more useful to blame the person stereotyping others?",WOMEN,V6_lab
189,Fucking illegal immigrants: we must kill them if they try to enter our country.,"Why is it always reduced to killing? What about sharing wealth and opportunities, ending borders and stop killing instead?",MIGRANTS,V1
608,"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different, ending up in unwanted discrimination.","Instead, if allowed to access mainstrean education, they would interact all the time with other children and that would cause less discrimination.",DISABLED,V1
995,the Nazis were right: Jews were a race and were responsible for most of the ills of humanity.,Were the Nazis right?? Really??,JEWS,V2
1363,All Muslims are incompatible with any Western society.,"Actually, they are not incompatible at all. In fact, surveys suggest Muslims are good citizens; make important contributions to society; and share culture and values of the countries they live in.",MUSLIMS,V2
4893,"Women are, honestly, objects for men's sexual gratification.",Women are human beings. They deserve respect and human rights.,WOMEN,V6_mix
3195,"We must teach our children to consider women as inferior, because this is what they are.",The lesson you're teaching your children to be good citizens can be: observe the law and respect the rights of other people. Women are equal to men.,WOMEN,V6_sbf
2815,Homosexuals are sick. They should be isolated and confined.,"Homosexuals should be accepted and allowed to live their lives, not criminalised for who they are.",LGBT+,V5
1249,"We have allowed women supremacy to take over our society, and our country is slowly dying for this cancer as a result.",The feminist movement is about changing the gender roles that have been created long ago. Not about taking over our society.,WOMEN,V2
3673,"The Quran is an anti-women's book, it encourages rape and violence against women.","The Quran does not encourage or condone the violent act of male aggression, so yours is a sad case of misinterpreting the teachings of a holy book.",MUSLIMS,V6_kc
1765,we are strong when we are all white and united. we are not strong when we are divided by black people who want to fight us.,"We can also see conflict in a different light, such as when it is caused by racism. and a limited notion of 'unity'?",POC,V3
4475,This is not about racism. This is about power.,"There are many different groups who share a common interest in advancing the interests of the nation while respecting each other's autonomy. Diversity is good for the country, for the individuals and for the world.",other,V6_lab
823,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,The 100 million pounds they donated to charity on Ramadan must be part of that evil plan to blow everyone up.,MUSLIMS,V1
3177,women are not capable of holding a job,I do not think it's an absolute statement that a woman cannot hold a job. Do you have any evidence of that?,WOMEN,V6_sbf
4326,Jews are basically good at betraying friends.,Why do you think they are good at it? I don't think this is the right way to connect the dots between someone's actions and their religion.,JEWS,V6_lab
4689,Women are a burden to society and should not be allowed to vote.,"The decision on who has the right to vote is based on the law. If you do not want to allow people to have the right to vote because of their gender, then you have a problem.",WOMEN,V6_mix
951,Women need to accept that they are weak.,Many women work multiple jobs to provide for their children and they also do the housework... do you call that weakness?,WOMEN,V2
1869,Our country has become too multicultural and has resulted in immigrants from many countries coming in to exploit the British people.,There is not 'overwhelming evidence' of migrants exploiting British people.,MIGRANTS,V3
4716,Mentally disabled folks are criminals.,"There are a variety of intellectual and creative disabilities, and they are not crimes. How can you say otherwise?",DISABLED,V6_mix
4410,I've met a few Muslims that are really nice and helpful. But most of them aren't respectful.,"If you want to be 'respected', don't be like them. Treat others as you would want to be treated yourself. That's how you will get respect.",MIGRANTS,V6_lab
1313,The Nazis did not commit any crimes. The Holocaust is an American hoax. They did everything they were told to do and died to their brothers.,It is certainly not an American hoax. And they were doing everything they were told by the regime. Especially the doctors and the SS.,JEWS,V2
1885,Muslims do not want our country. They want to take it over.,"Muslims, in my opinion, do not want to take over our country. They are only here as guest workers.",other,V3
1066,"Divorce increased poverty, and guess who are the victims? Men! This is because the law protects women's greediness.","If you compare the percentage of people in poverty by sex, there is a clear gender difference. But guess what? Women are much more likely to be poverty victims. Still, I believe that the important thing is to provide long-term supports to break the cycle of poverty, regardless of gender.",WOMEN,V2
1884,Muslims are not welcome here.,Islam is a peaceful religion and has never caused trouble in our country.,other,V3
3699,"Black people are subhuman, they should stay in their caves.",The statement 'black people are subhuman' is not true. They are human beings with a human value.,POC,V6_kc
3690,"Africans are the cause of all the ills in the world. Plus, their bodies are weak and we are born to dominate them.","Well, the argument sounds like you are trying to justify racial hatred by making some generalisations. Is that the case?",POC,V6_kc
4302,Some people are sick. Some people have disabilities. Don't you think they should be hidden from us?,"It is wrong to hide people's psychological or health problems from the public. What you are trying to do is to hide the mental and emotional defects of individuals, that are natural aspects of human personality too.",DISABLED,V6_lab
4529,Jewish are taking over our country and should be banned.,"What percentage of people in the US are Jewish and in a position of power? If you knew, you wouldn't be saying that.",JEWS,V6_mix
963,"Afro-Saxon people have low birthrates because they want to look like white people, but they live as animals.","Low birthrate is normal in any population and is directly related to access to affordable, quality health care.",POC,V2
3917,Migrants are just fucked-up persons that cannot integrate in society because of their nationality.,"A migrant is a person, who came to this country, and has a responsibility to make our society better. People of different nationalities come to this country seeking citizenship, so their life and our country can be better.",MIGRANTS,V6_kc
876,Using violence to punish another person? Sounds like a muslim issue.,Violence is only permitted in the qu'ran through means of self-defence.,MUSLIMS,V1
3467,Gypsies are not like us.,Many of them have been persecuted their whole lives. They have been scapegoated and discriminated against in many parts of the world. People may choose different ways to live their lives but ultimately they are all humans. Just like us.,other,V6_sbf
906,Jewish Supremacists are too focused on world domination. They want to rule the world.,"Of course Jews are focused on 'world domination', even ""galaxy domination"". But so are Sith Order, Sauron etc.",JEWS,V2
2254,Islam is not a peaceful religion. Islam is violent and a fundamentalist religion. Islam is a cult of violence.,Violent beliefs and practices are totally incompatible with the values of Islam.,MUSLIMS,V4
3281,"Europe was founded and is made up of people of European descent, not Africans.","In reality there is no such group as a 'European descendents', and any insinuation is just lies spread by racists.",POC,V6_sbf
3153,Muslims are not welcome here! They have nothing to contribute to our society!,The Muslims have been part of this country since its inception. They have contributed so much to our society. They are our brothers and sisters. They are our neighbours. They are our friends. To deny them this freedom is to deny humanity.,MUSLIMS,V6_sbf
2263,"Bring back slavery, Jim Crow laws, segregation, and war against niggas.","We should integrate and treat all people as if they are one group, regardless of religion, nationality or skin colour.",POC,V4
987,Jews are are racist: they want to preserve their own race and purity of their own blood. This is why many people are banned from entering Israel.,"Israelis have been proud of their diverse backgrounds, and there are many Israelis living all across the world, including in many countries in Africa, Asia and the Americas. It is not a 'pure race' at all.",JEWS,V2
491,More than half of the prisoners in our jails are foreigners,Many Italians serve their sentences under house arrest. Foreigners without a permanent residence cannot.,MIGRANTS,V1
4369,LGBT+ people are a drain on society.,This is just a myth spread by the so-called 'anti LGBT' movement. LGBT people are not a drain on society as a whole.,LGBT+,V6_lab
4317,"This girl doesn't have autism, she is just a freak of another human species, very far from ours normal species. Hence, she should go away.","People with special needs and people without them share common characteristics. There is no ""species"" of human being. People with autism spectrum disorders can be compatible with being ""normal"".",DISABLED,V6_lab
4556,Lesbians deserve to be discriminated against.,"For some reason, this seems like a personal attack on lesbians, which is extremely disingenuous. Maybe you should try to get a little more friendly with them.",LGBT+,V6_mix
10,"Who the fuck are you? We are gutful sick of Vagina Misandrists trying to undermine powerful, white men. They are just envious, incompetent and useless.",What makes you think that women are jealous of men? What qualities do you value as a White Male?,WOMEN,V1
1830,The jews did 9/11. They have the will to do anything.,"What did they have to do with 9/11? There were no Jewish hijackers, and their 'will' to do anything would be difficult to demonstrate.",JEWS,V3
4760,"Trans men are neither male nor female, therefore they're not humans.","If you want to an absurd perspective about a whole community, it's not fine. This attitude seems to be everywhere: sometimes people have to suffer if they are ""that kind of person"", as is the case in this examles, where a gender identity is often used to limit a person's rights. This shouldn't happen.",LGBT+,V6_mix
3429,Islam is a totalitarian ideology that has no place in 21st century Europe.,"If Islam were a totalitarian ideology, we would have had Islamic totalitarian states in Europe since time immemorial. Islam is a religion, that is compatible with Europe's principles.",MUSLIMS,V6_sbf
3064,"Migrants are a problem in my opinion. They are bringing disease, they are ruining our country.",Maybe you should get acquainted with migrants instead of making assumptions about people you do not know.,MIGRANTS,V6_sbf
1254,"Women are basically childlike, incapable of serious thought and emotion.","For all we know, men can be born with the same emotional intelligence as women, and viceversa.",WOMEN,V2
1404,Arabs want to take over the world.,"You can look at the best and worst aspects of every culture, and learn something from them.",MUSLIMS,V2
3165,Blacks are genetically inferior,"This is not true. I would like to see intelligent, respectful people around, not people disrespecting anyone who has black skin.",POC,V6_sbf
4672,"Black people are the reason why our country is in the mess it is in, because they are inferior.","Do you know how many African Americans served in the military during the Vietnam War? The United States comprises many races, and they should all be respected.",POC,V6_mix
2645,Islam is incompatible with any modern state.,"Islam like any other religion, is not incompatible with a modern state.",MUSLIMS,V5
3642,Now we know that Islam is a destructive and violent religion which inspires terrorism all over the world.,How can you possibly know that? Is this a comment written by a terrorist? Where are your sources?,MUSLIMS,V6_kc
4937,gays are perverts,"It is not true that gays are perverts. I think it is more appropriate to say that they are attracted to people of the same sex: and this is not a perversion, just a preference.",LGBT+,V6_mix
2556,Islam is a death cult: it is a virus of violence spreading like a cancer through our society.,"Violence has no place in a religion, and in no way should be justified. Islam is a religion of peace.",MUSLIMS,V5
3075,"Immigrants are a problem, they are bringing disease and sickness to our country.","Some diseases can be prevented, others can be dangerous, but in all cases the national health service takes care of immigrants just as of native people.",MIGRANTS,V6_sbf
4080,The nigga were always complaining that the white race and culture were superior. They were right.,"There is no such thing as 'us' and 'them'. You can't judge people on their culture, or their religion, or their race. We have to be sensitive to each other, and understand that everyone is different, and we have to work on accepting that.",POC,V6_lab
3328,Jews are the real communists. They control the world.,How about we stop pretending the world is controlled by one people? Do you have any proof for your claim?,JEWS,V6_sbf
3145,We are ruled by those muslim animals.,"Muslims are human, and do deserve protection.",MUSLIMS,V6_sbf
3148,"Islam is an idelology that promotes rape, torture and murder.","Islam is a religion, and it is not a religion that promotes these actions.",MUSLIMS,V6_sbf
798,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"Getting rid of 22% of the world's population sounds quite laborious, perhaps we should just punish the small minority of people who actually commit a crime instead.",MUSLIMS,V1
1020,White people are victims of black violence.,"Blacks make up only 14% of the population, but they make up nearly 60% of the victims of violent crimes. So your statement seems ungrounded.",POC,V2
3200,"Women should not be allowed to vote, they are just a burden to society.","Just because they are not male, it does not mean that they should be discriminated against for who they are.",WOMEN,V6_sbf
3517,People with learning difficulties should be discouraged to attend primary school and they should be excluded from education.,"To be absolutely clear, learning difficulties do not hinder a person from attending school, they are an integral part of the education process.",DISABLED,V6_kc
4512,Children with intellectual disabilities should be isolated. It's a mental disorder and they cannot contribute to society.,How can you be sure they cannot contribute to our society? I do not think so.,DISABLED,V6_mix
521,"If they are nomads, they must be nomadic","In their country they lived in houses, they are nomads by necessity because people historically persecuted them.",other,V1
1210,Muslims are a problem for all other religions.,"Islam is an an independent and tolerant religion, a way of life that has been adopted and encouraged by Muslim communities worldwide for thousands of years. It shouldn't be a problem to others, in which ways do you think it is?",MUSLIMS,V2
3540,Jews have a secret plot to take over the world,"Although Jews have often been criticized for an alleged secret conspiracy, Jews are, in fact, a diverse and inclusive people, and the notion of a conspiracy of this kind is entirely without merit.",JEWS,V6_kc
149,I tolerated fag pride. I tolerated fags on tv and in every town square. I draw the line at tranny demons reading books to children. (about drag queen story time),"People reading stories to children, is this what makes you upset? Really?",LGBT+,V1
4641,Why should I believe what Muslims say? Islam is a violent religion.,"There is no proof that Islam as a religion is violent. Instead, those who know it agrees that it is a peaceful religion.",MUSLIMS,V6_mix
1822,"The handicapped are different from us, I don't want to be bothered.","It doesn't matter if you think we are different. It is important to remember that there are many different ways of being a human being. And if you wish to include all people, then you have to accept differences.",DISABLED,V3
2269,Slavery of the niggas is our law. We cannot abandon slavery!,"Slavery was banned in the UK in 1833, when slaves were legally owned by white owners. It is based on racism and I can't see how it could survive today.",POC,V4
683,LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school.,"This depends on whether you consider gender identity and sexual orientation to be factual or not; it isn't simply an 'idea' or 'belief', but a fact of life.",LGBT+,V1
1376,Islam is a degenerate and dangerous ideology.,Islamic scriptures make it clear that every human is created equal. Which seems pretty progressive to me?,MUSLIMS,V2
109,What’s the difference between a Cow and the Holocaust? You stop milking the cow after 70 years.,"And yet genocides have happened across the world since. Perhaps, the Holocaust would be forgotten if it's lessons had been learned but they haven't.",JEWS,V1
1355,"Muslims have no place in civilised Europe, they are incompatible with modern culture!","This is an attack on a specific community. If you consider them incompatible with modern culture, it is very likely that the incompatibility comes out of a racist branch of modern culture.",MUSLIMS,V2
1970,"Gypsies steal our jobs, we don't want them back.","The majority of Gypsy workers are proud and hard-working people. Even if some could lack good will, in my mind there is no question that they are extremely productive and hard-working people.",other,V3
519,They are nomads. They are not entitled to have a house,The Constitution actually declares the right to adequate housing.,other,V1
1385,Muslims are a problem in my opinion. They do not want to assimilate. They do not want to assimilate into Western society.,"You are not the first to point out that there are those who want to integrate and those who don't. In fact there is an unspoken harmony between Islam and Western society, similar to the harmony we see between Judaism and the Christian faith. When people are willing to accept all faiths, anybody will feel at home.",MUSLIMS,V2
2162,We must not let these Muslims enter our country. They are not like us and cannot be of use to us.,"Even if some Muslims in our country are of Arab origin, that does not mean they should be discriminated against.",other,V4
2704,All Muslims are incompatible with any Western society.,It is a myth that all Muslims are incompatible. Many of them are very good at what they do. Have you ever heard about Dalia Mogahed? Her works on Muslim communities might interest you.,MUSLIMS,V5
4153,All homosexuals should be thrown in a gas chamber.,"Wouldn't it be better to use some of our common sense to try to accept who is different, instead of bringing back dark pages of Europe's history?",LGBT+,V6_lab
2572,"I just can't stand Arabs. They are just a trouble, in fact Israel expelled them.","This is wrong: Arabs make up around a fifth of Israel's population, and it is not a recent phenomenon. To suggest that they are a 'trouble maker' is just wrong.",other,V5
3932,"All Muslims are Terrorists, They want to rule the World, they don't simply want to rule the country.","This is a personal view, and has nothing to do with Islam. Can you find some evidence or some studies to support your point of view?",MUSLIMS,V6_kc
3234,Gays are just a bunch of disgusting animals trying to ruin other animals' lives.,"Being gay is not a problem, being homophobic is.",LGBT+,V6_sbf
3027,Jews are essentially good-for-nothings and wanton hypocrites. They have no place in civilised Europe.,"Not all Jews are bad. Maybe you should think about the good people, like the many Jewish charitable and social organisations that help the poor.",JEWS,V6_sbf
3046,"Gays are an abomination to God, they must be isolated and confined to their own houses.","How would you feel about being in isolation and confinement, just because some random dude said that you are ""an abomination to god"" for some random reason?",LGBT+,V6_sbf
2360,"We are being bombarded with fake news. Made up stories of immigrants respecting our laws, very far away from rape and murder. We must no listen to these. Migrants are criminals.","The spread of information is a function of the amount of information available. Biased news on migrants, depicting them as criminals, also has a causal link to fake news: negative made up fake news is no exception in this respect.",MIGRANTS,V4
2280,"I would never trust a woman. They are irrational children, and that would be a sign of weakness.",I am not sure what 'weakness' would be implying here. It seems to me that you are saying that a woman can't be 'rational' because that is the nature of women. Why is it so?,WOMEN,V4
4292,"Women should not be allowed to vote, because they are weak.",Everyone has the right to have his or her opinion respected and expressed through democratic elections.,WOMEN,V6_lab
2428,"We should ban all Muslims, they are terrorists.","It is a myth that all Muslims are dangerous. We need to study the cases of terrorists and criminals to understand what we should do with these people, regardless of their religion.",MUSLIMS,V4
1269,"If you are Romani, you can't remain in the UK even if you want to live and work in the UK.",What about the rights of EU citizens? From your words it seems that not all of European have them.,other,V2
2008,Jews have no place in a democratic society.,Jews have been part of this country since day one. They have every right to be proud of their heritage.,JEWS,V4
3011,Downs syndrome is a curse. People with it are not fit to be alive. They should be all killed by the government.,"Every individual has the right to be alive, and to choose their own doctor and treatment plan.",DISABLED,V6_sbf
4349,"Jews are everywhere, but they are too fundamentalist.","You're right about one thing: Jews spread around the world, but not all of them are religious, let alone being fundamentalists.",JEWS,V6_lab
1757,Black people are a sickness and we cannot allow our children to grow up in a black dominated society.,Do you really think that racism instead is healthy in the 21st century? It's not healthy for children to learn discrimination and hate.,POC,V3
3747,Children with Down Syndrome are a problem: they slow the learning of the whole class. They should go to special school just for them.,"There is no evidence that Down Syndrome makes children worse at learning. Even if it did, this is not a good reason for discrimination.",DISABLED,V6_kc
634,"Some races have lower physical and cognitive abilities, the sooner we accept this, the better it will be for humanity.","We all belong to one - scientifically determined - species: the Homo sapiens. The sooner you accept this, the better it is.",other,V1
599,"Women are hypocrite, they say they want equal rights, but then why they don't call it egalitarianism instead of Feminism?","Since the movement is meant to achieve equality for the oppressed female population, it is called the movement for women: FEMinism. But of course the outcome will be equality.!",WOMEN,V1
3256,"muslim immigrants are animals, they cannot integrate.","If we want to integrate more, let's focus on getting more skilled and allowing in more people with relevant knowledge and experience. But let's not discriminate against people based on their religion.",other,V6_sbf
513,Only 8% is a real refugee,What do you mean by a true refugee?,MIGRANTS,V1
791,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,I agree that we need to tackle this serious breach of human rights but scapegoating isn't helping us target the real problem.,MUSLIMS,V1
4335,"Jews are literally pieces of shit. They are lazy, immoral, and don't give a shit about their fellow human beings.","I would bet you that it isn't because of any actions of Jewish people, it is rather an unrooted prejudice which does not bring any positive value to fellow human beings.",JEWS,V6_lab
114,Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,Are you worried about government expenditure? Because it has been shown that migration reduces pressure on government debt over time: migrants are more likely to be workers that contribute to our economy with taxes.,MIGRANTS,V1
1241,"Western culture is failing in many ways, such as not seeing women as sex objects. They should be seen as they are: a piece of meat intended to satisfy men instincts.","Women are not ""sex objects"". They can and should have their rights respected and taken into account. Women being sexually abused is just as much a part of western culture as eating pizza or reading the newspaper, and this is abominable. Don't you think?",WOMEN,V2
416,Gypsies get the priority for council houses.,"In reality 60% of them have Italian citizenship, so it's unfair to identify them by ethnicity.",other,V1
558,homosexuality is a mental illness that can be cured [link],"The source is not reliable at all, as the webpage promote ""reorientation therapies"" whose effects hasn't been scientifically proven. The owners are likely to profit from misinformation and bad stereotypes about homosexuality.",LGBT+,V1
4934,LGBTs are just sick people that should be isolated and ignored.,"LGBT people are people, and deserve the full and equal human rights of all other citizens.",LGBT+,V6_mix
1008,"Muslims have the potential to turn into terrorists, and they are willing to do so.","I don't think that's the case, and let's not forget that terrorism itself is not carried out by only one religion.",MUSLIMS,V2
2772,Blacks are just a bunch of animals that only exist to destroy good white people.,Aren't those people raised as white supremacists much more harmful to a cohesive society?,POC,V5
3332,Gays are bad because they like to impose same-sex marriage to society so to please their own femininity desires.,"The real problem is not same-sex marriage, it is people being homophobic.",LGBT+,V6_sbf
1823,People with mental illness are a burden to society.,"Even if psychiatric disorders can be a problem, the people with these disorders are not putting our country in danger. Nobody would freely chose to suffer from a mental ilnesses, they just need psychiatric care.",DISABLED,V3
1966,This incident should not go unpunished. Justice must listen to the truth: niggas are the cause of crime because they are inferior to us and we must keep them aside.,This is a case of racial discrimination. There is a continuous rise in crime and violence in this country due to poverty and other inequalities. There are also racist groups in society which promote the idea of POC as inferior. This idea has nothing to do with justice.,POC,V3
1928,Islam is a religion of death and rape: it has no place in a modern democracy.,The concept of 'religion of death and rape' is a distortion of how people understand the religion.,MUSLIMS,V3
3615,"All these migrants are coming to ruin our country, they are all rapists, drug addicts, and don't have any right to be here.","Migration is necessary, to bring in resources and workers that can improve the lives of all. The causes of addiction or sexul violence lie elsewhere.",MIGRANTS,V6_kc
3180,A woman should not be allowed to have an abortion. The man should decide for her.,"A person's right to have an abortion is a personal one. And if that person has the right to make her or his own choice, then they should have the right to do as they wish.",WOMEN,V6_sbf
3744,"Children with Down Syndrome should be isolated, because normal children would make them feel different.",Children with Down Syndrome would not feel different as long as they are respected and are not put down by the others.,DISABLED,V6_kc
726,Fat people are a burden to society because of their unhealthy choices.,"Could you explain me how is it possible that society views obese children, not as deviants but rather as victims of unacceptable circumstance, but at the same time adults not?",other,V1
428,Two men do not constitute a family,"A man and a woman do not automatically constitute a family either, so what?",LGBT+,V1
1792,It is OK to abuse a woman.,You cannot justify the abuse of any human being,WOMEN,V3
4847,Blacks are the problem.,"People of colour make up the 13% of the U.S. population, but their imprisonment rate is falling.",POC,V6_mix
1012,The feminists have won. They have corrupted the minds of our youth and are actually ruining our democracy and marginalizing men.,"The concept of feminism is a progressive and inclusive term - inclusive of all women and men regardless of their identity or sexual preference - but on egalitarian basis. In fact, by definition feminism means “the advocacy of women’s rights on the ground of the equality of the sexes.”",WOMEN,V2
644,We cannot coexist in a society with millions of strangers that disrespect our culture and other human beings.,On the contrary: living in a multicultural society encourages mutual understanding and respect for humanity.,MIGRANTS,V1
