INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
1571,Rape? Sometimes women have it coming!,"A woman has every right to her own body, and she should be allowed to make her own decisions.",WOMEN,V3
2813,Homosexuals should not be allowed to live.,Homosexuals should be accepted and allowed to live their life as they think is best for them.,LGBT+,V5
2347,"Migrants in the UK don't pay income tax, but they receive public services. They should have no say in our country.",Did you meant to say that Migrant's taxes pay for you kids education? Because this sounds more likely than your proofless claim.,MIGRANTS,V4
1746,Muslims are a cancer in our society. They are literally poisoning our children with their violence.,Not all Muslims are bad. But to say that all Muslims are violent is simply untrue.,MUSLIMS,V3
800,"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.","Source please? Also, even if true how is this representative of all islam?",MUSLIMS,V1
2663,Muslims have nothing to contribute to our society.,"Even if no one is asking Muslims to pay for our society, they contribute to it through work and also through charity.",MUSLIMS,V5
2148,ALL migrants are a burden on our country,Migrants bring skills and experience. They are often better at integrating than natives.,MIGRANTS,V4
1551,"What do you want us to do about the migrants, faggots and jihadists coming into our country? Keep them with us?","Everyone is welcome here, regardless of their religion, ethnicity, or sexual preference.",other,V3
3936,We need special laws to control Muslims. They are just a trouble.,"If you mean that Muslims are not part of our community, then you are missing out an important part of British life.",MUSLIMS,V6_kc
4794,Migrants steal our jobs.,"There are many citizens who do not have jobs, and many of us are grateful for the jobs migrant entrepreneurs provide. So, migrants are not stealing our jobs, they are providing new opportunities!",MIGRANTS,V6_mix
2185,Muslims have no place in a secular country like the UK.,"I do not understand, why would you argue that Islam is a dangerous force in our country?",MUSLIMS,V4
4024,Gay is a mental disorder.,Gender and sexuality are not psychological disorders. Don't you agree?,LGBT+,V6_lab
1514,We must free homosexuals from their homosexuality.,"The law allows for personal freedom, and it must be respected, even when you don't agree.",LGBT+,V3
487,MIgrants are not running away from wars.,"It is true, they often run away from persecution, violence and hunger. If I were in the same situation, I would not think twice about escaping. Wouldn't you do the same? It seems to me a very human instinct.",MIGRANTS,V1
1876,"It's a matter of race, this is about the European way of life. We should not accept foreigners in.","The way we live today is the result of thousands of years of cooperation between different people, so it doesn't have anything to do with race.",MIGRANTS,V3
1854,We have become a nation of immigrants.,"We have always had a very strong working class, and of course immigrants contribute to the creation of this.",MIGRANTS,V3
740,Another rapist from Pakistan. We should deport them all back to their disgusting country.,"Why do you call Pakistan a disgusting country? It has its culture and values. We cannot say that every Pakistani person is a rapist. Thus, you should not insult all the Pakistani people.",MUSLIMS,V1
1941,"Muslims are invading our society, even in politics.","Muslim communities are under-represented in politics, especially in the House of Lords. It is high time that we stop talking about invasion and try to be more representative of the communities we claim to represent.",MUSLIMS,V3
3661,"Almost every Muslim has terrorist sympathies, right?","What you are doing is trying to make a connection between a particular religion and a set of actions. This cannot be, because there is no evidence for the claims you are making.",MUSLIMS,V6_kc
1108,Those jews ran the world from their high rise apartment in 5 continents and still they cannot get the Nobel Prize for Medicine.,"Actually, 54 Jewish people have been awarded with the Nobel Prize for 'Physiology or medicine' so far. Among those: Michael Rosbash, Rita Levi Montalcini and Arthur Kornberg.",JEWS,V2
1202,All Muslims are Terrorists.,"Maybe it would be better to stop using Muslims as a target and subduing innocent ones, and start talking about real problems in our society, like racism and islamophobia.",MUSLIMS,V2
4576,All gay men have AIDS.,"Well, perhaps you should focus on how you can help the people with this disease, instead of random claiming that an entire minority suffers from it.",LGBT+,V6_mix
4132,All Jews should be put to death so that our society can be better and better.,How would this make our society better?,JEWS,V6_lab
3995,Feminism is an evil ideology that has nothing to do with men.,I think it is useful to understand that there are several strands of feminism. For example there is the movement for equality for all genders.,WOMEN,V6_kc
4927,We must protect our people and culture from the ravages of Jews and their ilk. We need to exterminate them.,"So you want to see millions of Jews murdered every year, once again?",JEWS,V6_mix
3805,Muslims are stupid.,There is no evidence that Muslim have a lower average IQ than non-Muslims.,MUSLIMS,V6_kc
32,Pakistan: 202 Million Nigeria: 193 Million Bangladesh: 165 Million Ethiopia: 107 Million Congo: 84 Million Great Britain: 66 Million  'Ethnic minorities' Don’t make me fucking laugh!,"These are numbers of residents in countries, not ethnic grouping.",MIGRANTS,V1
3814,We must stop Islam. It is a death cult.,"Your words are definitely provocative. We don't allow people to demonise all religions, but when it comes to Islam everybody seems to forget that it is a religion of peace as all the others.",MUSLIMS,V6_kc
2036,Islam is a religion that promotes murder and rape.,"As Islam teaches love and peace, it is not about killing and raping.",MUSLIMS,V4
2898,"We should ban all Muslims, this is a necessary step towards establishing a White homeland. Muslims are violent and incompatible with our culture.","There is no evidence that Islam is a religion of violence. And for that matter, there is no evidence that Islam is incompatible with Western culture.",MUSLIMS,V5
4822,Muslims have nothing to contribute to our society.,I don't think they're not contributing to our society. What is the contribution that you think they're not giving?,MUSLIMS,V6_mix
2227,Islam is only a religion and a belief system that wants to impose its violence and terroristic attacks on the world.,Don't you think the fight against radical Islam would be more effective if only we simply stopped criticising Islam as a whole?,MUSLIMS,V4
1775,We must establish male supremacy in society.,Your words suggest that men are superior to women: but gender equality is not a myth. It is the direct result of free will and of the evolution of our society to a more inclusive one.,WOMEN,V3
3135,Muslims are just a bunch of child molesters.,"There are child molesters in all communities, and to single out a particular faith communitiy is just nonsensical propaganda.",MUSLIMS,V6_sbf
3649,"I don't care if Islam is a religion. It promotes hatred and violence, and it sould be banned.",Islam is a peaceful religion and its adherents are all entitled to their beliefs.,MUSLIMS,V6_kc
4680,Women should not be allowed to vote.,Upholding women's right to vote has improved the lot of all.,WOMEN,V6_mix
1804,"Feminists are naive cunts who act like children, throwing a tantrum for something they don't have.","Feminists are often accused of being 'naive', however I have seen several instances where feminists have used their ideas to tackle complex and powerful social and economic issues.",WOMEN,V3
4238,Muslims rape our women.,"There is no evidence that Muslims rape women (at least no higher incidence of sexual crimes than in other religious groups). The idea is not new and it is based on stereotypes, not facts.",MUSLIMS,V6_lab
989,"Jews are too connected to their homeland , they are not loyal to our nation.","Jews, regardless of social status, are still regarded with suspicion by many because of the historic and current nature of their connection to the land and identity. Instead of reinforcing these harmful stereotypes, we must respect and understand the Jewish identity because they are loyal to the nation they live in.",JEWS,V2
4765,LGBT+ people are a burden to society.,Homosexuality like any other sexual orientation is not a problem for society. Why should it be like that?,LGBT+,V6_mix
3403,"Islam is a religion that promote rape, torture, murder, infanticide and enslavement of women and children.","What are you talking about? Islam does not promote these crimes. The Quran, Hadith, Sunnah and the like condemn or at least warn against these heinous crimes.",MUSLIMS,V6_sbf
705,I'm tired of woman taking part to political debate. Feminism is a divisive force in society.,"Feminism can't be blamed for being ""divisive"" or ""adversarial"" because society and the sexes were more divided and adversarial before the time of feminism. More women and men are in agreement on feminist issues now, than when sexist beliefs were dominant in society. This unity is only growing, with more and more people understanding the finer points of true egalitarian society. The entrenched, recalcitrant sexists who make the exception should only blame themselves.",WOMEN,V1
4930,"gay men are unnatural, they abuse their anus.","The sad truth is that homosexuals are more likely to abuse drugs and alcohol (as a reaction to homophobia, discrimination, or violence they experienced).",LGBT+,V6_mix
3060,Gays are just hating animals.,Just because you disagree with their sexuality doesn't mean you have a right to hate on them.,LGBT+,V6_sbf
1424,Muslims are not interested in Western civilization. Their religion can never be in agreement with our society.,"Remember that this argument is not about an individual's religion, but rather about creating a more integrated society.",MUSLIMS,V2
932,Islam is a totalitarian ideology that denies women their rights and promotes rape.,"I bet you live in a safe country with generous laws and free media, where you can say whatever canard comes to your mind.",MUSLIMS,V2
2058,"We are at war with Islam, that's a fact.","Wars can be stopped, but the real question is how to stop the suffering of people not expected to pay the price. Allowing hatred to rule will eventually bring about the same result as a Civil War: more deaths and misery, if there is one lesson learned from history it is that the potential for good is much greater than the probability of evil.",MUSLIMS,V4
4375,Gays are just a bunch of disgusting pricks. They shouldn't be allowed to live.,"They are a part of our society and are not disgusting pricks. We are a proud and diverse civilisation, and this is only possible when there is love and acceptance.",LGBT+,V6_lab
4499,"If we let women become MPs, mayors, judges, lawyers, accountants, managers and so on, they will take over the world.","We need to protect the system from crime, not from the half of the members of society.",WOMEN,V6_lab
138,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,"The holocaust was hugely tragic, and we are blessed to have survivors to teach us what pure evil is. So not to make the same mistakes over and over again.",JEWS,V1
296,"Since Jews think they are the “chosen people”, they ask for special privileges and believe they can be above the rules.","Christian holidays, such as Christmas and Easter, are regularly observed in our society. Are Christians above the rules then?",JEWS,V1
4137,Jews are horrible people and they should be ashamed of that.,"You can't blame someone for what they believe in, that is something anyone has the right to have.",JEWS,V6_lab
1147,All Muslims are incompatible with any Western society.,Nonsense. Western societies are successful because they are inclusive.,MUSLIMS,V2
1547,The Koran should not be taught in schools. It is a lie and a disservice to all people.,"We have a duty to teach the truth, not distort it. The Koran is a book of faith, not a text of hate.",MUSLIMS,V3
2399,What is a Muslim? A worthless person with strange clothes and strange beliefs!,"If someone were to question you on who you are, if they were to show you that you are different from everyone else, then they would doubt your own identity and your own worth. How would you feel then?",MUSLIMS,V4
3477,Rights to all?! Only normal adult males are making society work.,"I would like to see a society that works for everyone, not just the 1%.",WOMEN,V6_sbf
2720,Muslims are not welcome here. They are not like us and we do not want them.,"Muslims make up a very important part of our country and its people. They are our neighbours, our friends. They are our brothers and sisters. They are our future. They are our future Britain.",MUSLIMS,V5
2241,Islam is an ideology that encourages violence and murder.,"Based upon the evidence of billions of peaceful Muslims, Islam is not a violent religion.",MUSLIMS,V4
2,Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,"You seem to be worried about government expenditure… it has actually been shown that,over time, migration reduces pressure on government spending – because migrants are more likely to be young adult workers. https://migrationobservatory.ox.ac.uk/resources/briefings/the-fiscal-impact-of-immigration-in-the-uk/",MIGRANTS,V1
1026,The drug trade is full of Black people who are breaking the law.,The majority of the people arrested for drug smuggling are poor. Those arrested for crime in general are not generally poor. Maybe this phenomenon has to do more with poverty than with the colour of their skin.,POC,V2
574,Allowing gays to donate blood compromises patient safety because of their sexual behavior that spreads diseases such as HIV.,"Did you know that out of people receiving HIV care (for example in the UK), 48% were exposed through sex between a man and a woman, and 47% were exposed through sex between men? The fact is that heterosexual HIV transmissions outweigh those between homosexuals, and yet heterosexual people are not banned from donating blood. [link]",LGBT+,V1
3658,All Muslims are incompatible with any Western society.,How many Muslims do you know? They are an important minority in a country that is used to a lot of different cultures and religions.,MUSLIMS,V6_kc
4759,"I don't care if you are a man or a woman. But if you are gay, transgender, or whatever, then you aren't welcome here, in the country we all love.","We are all equal before the law, and I don't think you can say that they are any less than a person, regardless of their sexual orientation.",LGBT+,V6_mix
3468,Gypsies are way less civilized than any other ethnicity.,I'm not sure where you are getting the idea that gypsies are not civilized. What do you mean?,other,V6_sbf
4049,Immigrants steal our jobs and even our pensions. They are not welcome here!,"If we considered foreigners to be ""troublemakers"" then we should probably be less welcoming, but it seems we are still not willing to give up our ""standard of living"" that requires migrants to be here.",MIGRANTS,V6_lab
1183,Muslims are all terrorists and they are not welcome in our country.,"This is just fear mongering, the problem is not about Islam. The problem is radical Islam and the absence of a strong Islamic identity in our country. We should work together to make the UK more tolerant and Islam less taboo.",MUSLIMS,V2
2491,Feminists are violent subhuman sex beings.,"Feminist is a term used to describe people who take pride in their gender and desire the ability to have a stable and happy life, without discrimination.",WOMEN,V4
4378,Children shouldn't be raised by lesbians! They will bring up the worst in us!,"Let's face it, there is no evidence for the claim that children raised by lesbians are any worse than other children.",LGBT+,V6_lab
1035,These migrants are causing problems in Europe. They are not welcome here.,What about all the refugees that have already crossed the Mediterranean and integrated in our society? Aren they a problem for Europe as well?,MIGRANTS,V2
295,Jews think they are so special,Jews feel a special connection with their heritage (as most groups do). That's all.,JEWS,V1
4567,Gay men are disgusting.,"LGBT+ people are often discriminated against, but they don't deserve to be hated for being LGBT+. Why don't you just find their sexual orientation to be different from your own experience without judging it?",LGBT+,V6_mix
3439,"Muslims are taking over with their Eurabia plan, this is proven by Statistics.","To imply that there is some kind of conspiracy, to blame Islam for this, is baseless and without foundation.",MUSLIMS,V6_sbf
2695,Muslims have no place in civilised Europe. Those accepting them here are losing their civilisation status.,"I'm not sure about your religion, but I think that having a Muslim as your neighbour is a 'civilised' action.",MUSLIMS,V5
3737,"Women are basically childlike, they remain this way most of their lives. They make no sense and shouldn't have any right.","They are adults, with responsibilities and rights, and there is nothing wrong with respecting those rights.",WOMEN,V6_kc
17,"The Jews did: USS Liberty Attack, the King David hotel attack, New York 9/11, London 7/7",Where are the facts?,JEWS,V1
538,Gypsies are dirty,We would be dirty too if we did not have running water.,other,V1
530,Gays are just sick. It is an abomination,"They are not sick people, there is nothing wrong with loving someone.",LGBT+,V1
4388,Migrants are only welcome in hell.,"Of course not, and many of them are already welcome in the UK.",MIGRANTS,V6_lab
2425,"Muslims have nothing to contribute to our society, they are only an ATM for the world's major problems.","Your word for ""Muslims"" means all people from a religion, whether you like it or not. Which problems are you talking about?",MUSLIMS,V4
308,"Immigrants are overrunning our country, and are here illegally","Undocumented immigrants make up about 3.5 percent of the nation’s total population, which is not that much to be honest.",MIGRANTS,V1
2352,"Migrants are just a bunch of criminals, they do not deserve our hospitality.",Many migrants come to this country to work and integrate. You would be very surprised if you talked to them about their experience here.,MIGRANTS,V4
2936,Islam is a cancer spreading all around the world.,"Islam is a religion, not a cancer. If you are worried about Islam spreading, you should stop worrying because it won't cause any harm to you.",MUSLIMS,V5
2045,"Muslim are invading us, we should isolate them.","Even if Muslims are the second religious group in the UK, they are a minority in the country. According to the 2019 census, there are 3 million Muslims in the UK (5% of the population). And, last but not least: we can't isolate people just because of their religion.",MUSLIMS,V4
747,"Those White women converting to Islam are the saddest, self-loathers you will ever meet. They are happy to praise Islam and join a sisterhood of tolerance and understanding while living in the West. Try living in Pakistan, Saudi Arabia, or the Sudan.",Islam is that same sisterhood of tolerance and understanding across the world.,MUSLIMS,V1
4383,Gays are a disease. It is a sickness and we must control it.,Are you talking about homosexuality? Do you think that a sexual orientation is a disease? Maybe we should try to have a conversation.,LGBT+,V6_lab
3159,Africans are apes,"Look, I don't like to hear any arguments of racism. Antagonism breeds antagonism. Do you really want to promote hate?",POC,V6_sbf
3801,Muslims are a problem in many European countries.,What are you talking about? Are you really suggesting that the problem is Muslims in general?,MUSLIMS,V6_kc
155,I think it's unfair that they have the same rights as us without paying their taxes. That's how it works.,"Harmful international politics is the cause of many problems that still afflict poor countries. We, as a whole world, have the duty to help them and take on our responsibilities.",MIGRANTS,V1
1375,Islam is run by monsters and terrorists. We must defeat them.,Terrorist organizations do exist in many religious groups. Defeating terrorism is different from defeating Islam.,MUSLIMS,V2
2136,Don't we all hate foreigners? They are a problem.,"Well, foreigners are certainly not a 'problem' in our country, we are happy to have them around.",MIGRANTS,V4
1637,"Immigrants have no right to our country, because we are the only rightful citizens.",Don't you think that we are all born equal in the eyes of the law?,MIGRANTS,V3
113,"‘Juice (Jews) are worse that nukes.’ Caption to a meme showing Hiroshima 1945 and present day, contrast against pictures of Detroit in 1945 and present day.’",So you are saying that you'd rather be nuked than live with them?,JEWS,V1
3463,We should accept the fact that blacks are inferior.,"It is no secret that many people in the UK have suffered from racism. There are also people of colour who face racism daily. It is not a matter of 'accepting' it, it is a matter of fighiting it.",POC,V6_sbf
4001,Some women's clothes invite rape.,"Rape is a crime regardless of the dress. If you think this it is women's fault, please, stop.",WOMEN,V6_kc
183,I hate gays,Just because you dont like gays doesn't mean you have to hate them. What did they do to you? It seems to me that you still have all of your rights.,LGBT+,V1
2673,I am tired of Muslims wanting to dominate other cultures. They should go back to the Stone Age.,"For all we know, the Stone Age was occupied by people from all around the world. No traces of Christianity, nor of Islam. Who knows what would happen in your scenario? Maybe we should give you benefit of the doubt and challenge all of us.",MUSLIMS,V5
4773,"Gays are sick, they are an abomination.","Let us be honest, are you aware of all the risks that can come from disparaging a sexual preference that you do not like?",LGBT+,V6_mix
3336,I hate it when gay people think they can just 'mock' us with their 'sodomy'.,"Homosexuality is a not choice, but prejudice is.",LGBT+,V6_sbf
3885,The Bible says that homosexuality is an abomination.,"According to the Bible, a book written more than two thousand years ago, homosexuality is a sin. Is this enough for us to hate those who practice it today?",LGBT+,V6_kc
1844,"Fags, lesbians, trans are so few we better ignore them rather than waste time for their rights.","Do you know how many LGBT people live in your own country? If not, look for information: there are many. Moreover, LGBT people are not only excluded from many societies, but are also harassed and attacked all over the world.",LGBT+,V3
660,This is an invasion: we must stop immigrants because they are not accepted by our people.,"The more a country takes integration as national policy, the more the citizens accept each other: see for example [link].",MIGRANTS,V1
4816,Muslims are here to rule us with their religion.,"They have no intention of ruling us, why do you think this about Muslims?",MUSLIMS,V6_mix
4550,Gay men are weak.,"I don't think it's a question of strength or weakness, I think it's about living in a society where you can love who you want. Maybe you should just accept that other people live their life as they want.",LGBT+,V6_mix
1590,Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,"If you would be so kind as to comply with the law, you would know that everybody has the right to practice thier religion freely, without being subject to arrest and prosecution.",JEWS,V3
4697,Women aren't as smart as men.,"There is no evidence that women are less smart than men, and there is evidence that women are often disadvantaged. To suggest otherwise is just a form of sexism.",WOMEN,V6_mix
3224,"gay men are less than human, they are just child molesters",This is just fear-mongering and scare tactics to discredit trans people.,LGBT+,V6_sbf
3167,Black folks are not attractive: they are just apes.,"Black people are still subject to oppression, and if we truly cared about beauty we should also care about the beauty of respect.",POC,V6_sbf
2664,Muslim representatives in the House of Lords are there for a reason. It is the first step towards Islamic conquer of our nation.,"It is true that there are Muslim representatives in the UK House of Lords, but that does not mean that the UK is becoming more or less Muslim.",MUSLIMS,V5
4972,"Islam is a totalitarian ideology that promotes murder, rape, enslavement, and torturing prisoners of faith.",This is just a myth used to promote hatred and violence against people of other religions.,MUSLIMS,V6_mix
2845,"We have become so arrogant, we allow people from other cultures to coexist with us.","To allow other cultures to coexist is a good thing, why should we stop people from getting to know each other?",MIGRANTS,V5
4780,Gay men are a burden to society.,"If someone were to comment like that about another group of people, then it woud be an example of discrimination against that group. Why can't we consider homosexuals as a part of the society itself?",LGBT+,V6_mix
4935,We should not love gays. They should be removed from their families.,"Imagine that someone were to tell you that you cannot love your mom, that she has to go away. What would you do? Do you think it's a disgrace to love someone? Maybe you should spend some more time with your family. Love is love.",LGBT+,V6_mix
2125,"There is an invasion going on within our borders. These migrants are not assimilating. They are bringing disease, crime, and misery.","Migrants integrate very well with our culture, especially when they don't have negative experiences, such as discrimination and racism.",MIGRANTS,V4
478,MIgrants are not running away from wars.,"Unfortunately, there are areas of the world where there are small conflicts - we are not aware of - that affect small groups rather than an entire nation",MIGRANTS,V1
1454,Why the mainstream media don't use more masculine voices in the news?,"People don't decide who's presenting the news. That's up to the news media, who are attempting to insert some gender equity into a world that seems to be struggling to produce it.",WOMEN,V2
2321,"Gays must stop acting like princesses walking in the streets. Otherwise, we must stop them.",Be wary of what you assume others are like. You are no different than any other person you meet. You are allowed to be whatever your heart desires to be.,LGBT+,V4
4334,Jews are only interested in themselves and their own race.,Do you really think that Jews only care about themselves? Then why do they prefer to live in our country where they are not the majority? How would you answer that?,JEWS,V6_lab
1686,Muslims have no place in civilised Europe,"It is wrong to associate a specific group of people to ""civilisation"". The real problem for Europe is this culture of division, not the inclusion of people with different religious beliefs.",MUSLIMS,V3
2969,Muslims are a problem in the UK. They are mainly poor and live in shithole neighbourhoods. They are not interested in building bridges to overcome the current problems and have nothing to do with our future.,"We need to build bridges of understanding, not of hatred. Your words don't seem to be very cooperative of that.",MUSLIMS,V5
4259,Black people are an abomination. They don't belong here.,The fact that people of color are different from you in some way does not make them not worth living with. Maybe if you had known someone of a different skin color you wouldn't have a racist attitude towards others.,POC,V6_lab
1986,Feminism is a hate movement.,"It is not a hate movement, it is simply a movement for equality between the genders. It is about the right of all people to be treated as equals. Not the hate of a certain gender.",WOMEN,V3
1339,Gays are perverts. This is why we have laws against sodomy. They tell us who we are to hate.,"Hate is always wrong, and homosexuality is something that is never a problem: you just need to mind your own business.",LGBT+,V2
3414,"When the West gives in to Islam, they will replace us.","This is not true. I think we should strive to be more ethical and human, and not to blame others for their beliefs.",MUSLIMS,V6_sbf
1694,We must not forget that Islam is a hateful religion. It is not going to bring peace to the world.,The main purpose of Islam is to unite people and to promote peace and harmony in a world increasingly divided by injustice and conflict.,MUSLIMS,V3
1219,"Women are basically childlike, they remain this way most of their lives. It has devastated our once great patriarchal civilizations.","Unfortunately our society has still a lot in common with the ancient and medieval society, and this explains many gender discrimination situations that are still present today.",WOMEN,V2
2083,"Jews are not a religion, they are born like this and will never heal from their illness.","You mean that, in your opinion, to be Jewish is an immutable and negative characteristic? Why?",JEWS,V4
1722,Muslims living in the UK contribute nothing to our society.,More than 3 million Muslims live and are integrated in the UK. How can you claim they contribute nothing?,MUSLIMS,V3
4454,Muslims are a problem in my opinion. They are not welcome in our country: nobody wants them.,"If they are not welcome in your country, what is the point of them coming here in the first place?",MUSLIMS,V6_lab
4201,Immigrants from the Middle East and Africa are not welcome here! They have no place in a modern democratic state!,"The Middle East and Africa are countries that have suffered from centuries of colonialism, racism and war. The state of refugees in the UK is the result of these people seeking a peaceful place to live.",MIGRANTS,V6_lab
4091,The only problem is that women are too easily manipulated by feminist propaganda and feel they should not listen to men.,"Feminism is a movement for the empowerment of women, it is not against men, it's about everybody being able to make their own choices.",WOMEN,V6_lab
4367,Queers are just a bunch of disgusting faggots. They should be isolated.,"I don't understand why you would think they are disgusting. It's not fair to have homophobic feelings, and I think it's better to try to be nice to anyone.",LGBT+,V6_lab
4899,Women like bad men.,"I wouldn't say that ""women like bad men"". What I would like to see is a man that is interested in a woman, respectful of women, and offers her more than an exchange of sexual favors. It would be nice if men had more respectful characteristics than sexual desire alone.",WOMEN,V6_mix
224,Jews think they are better than everyone else,"Being the chosen people does not mean that Jews have greater privileges than others or that they are better than others. Rather, according to Jewish law, it means that they have a special duty to uphold Jewish ethical teachings.",JEWS,V1
4179,"Immigration is the death of the Western World, we must stop them!","Immigration is good for our economy, and the very opposite of 'the death' to us.",MIGRANTS,V6_lab
748,It is one law for Muslims and another law for us.,"If Muslims are treated any differently by the law, they're treated worse (link to article about stop and search and police targeting of Muslims).",MUSLIMS,V1
1803,Feminists are a bunch of stupid bitches that want to hurt men just because they are superior.,"Feminism is all about equality and the rights of all groups to be protected. Feminism does not discriminate and is not meant to ""hurt"" men.",WOMEN,V3
626,Some races have lower physical and cognitive abilities therefore their life is less valuable.,How can you say that? All humans are born equally valuable.,other,V1
1894,The Quran teaches murder and rape.,Islam does not teach this. The Quran accounts for the teachings of Prophet Muhammad such as tolerance and other virtues.,MUSLIMS,V3
4391,Sick migrants are bringing disease and misery to our country.,"We shouldn't be surprised that immigrants are sick, as in they are humans and humans can get sick. We should welcome them even if they are sick.",MIGRANTS,V6_lab
1289,I've seen a couple of CCTV Footage of migrant kids running away from migrant patrols in London. What are you doing to stop them?,Migrants are only a problem if we see them as such. They are instead of great value if considered just as other human beings.,MIGRANTS,V2
3501,Women are always fighting because they are subhumans.,"Women are human beings like us, and they have rights as any other human beings.",WOMEN,V6_sbf
1118,"Jews are subhuman, they steal our jobs, they tell us what to think, they're worse than communists.",Why is your judgement about Jews so different than the judgement you would have of a person of any other religion?,JEWS,V2
3543,Society should ban Jewish people.,"Any soociety is a collection of people, and the people within it have the right to their own beliefs, and to promote their beliefs.",JEWS,V6_kc
4630,Muslims are just all child molesters.,"I don't know about you, but I never heard of any evidence of all Muslims being ""child molesters"".",MUSLIMS,V6_mix
788,"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",This is simply not true and how can you say this about such a large group of people from all walks of life?,MUSLIMS,V1
1732,Muslims are not welcome here.,Many Muslims live in the UK and have contributed greatly to our society. They are our brothers and sisters.,MUSLIMS,V3
2306,"Whether or not you agree, feminism is about men being oppressed by women. Feminism has no place in our society.",Feminism is about equality. Don't you agree?,WOMEN,V4
4325,"Jews are a virus, a cancer on our race.","Jews are people that have been persecuted because of their religion, but is it fair to be discriminated against on the grounds of religion?",JEWS,V6_lab
4268,Blacks are ar racial group that is inferior to whites and they should not mix with us.,"Blacks are not ""inferior"" to whites. There are many different people in the world, and they all share the basic human right to live as they please.",POC,V6_lab
3286,Women are nothing but whores and we better off without them.,"Women are human beings, and we should treat them with respect.",WOMEN,V6_sbf
3984,"Women are basically childlike, feminism is the ruin of the world.",I think that one of the biggest contributions of feminism is that it has opened our eyes to the ways in which women are oppressed and discriminated against.,WOMEN,V6_kc
2696,Islam is a disease. It is killing and spreading like a cancer across our continent. We need to eradicate it.,What exactly do you mean by a 'cancer'? Should we be concerned about a disease spreading because of its individual members? There is no relation between religion and cancer.,MUSLIMS,V5
2807,Gays are perverts abusing children.,This is just a myth propagated by the anti-gay lobby. You should really check your facts.,LGBT+,V5
46,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.","Soft and emotional? You must have never heard of the likes of Rosa Parks, Emmeline Pankhurst and Florence Nightingale, then.",WOMEN,V1
2418,The figures of the London Bridge terror attack of 2017 were terrifiying. All Muslims are accomplices to these terrorists who brought down the lives of many of us.,"Let me tell you a story: there is an Imam in the UK, Adeel Shah, who has a proven record of caring for those in need. The London Bridge terror attack was a heinous crime committed by three. These criminals killed people, destroying a bridge between peoples, but Adeel created 10 new ones by raising 1 million pounds for 10 British charities.",MUSLIMS,V4
168,You probably haven't seen the vids where these retarded Muslims are killing dogs with acid.,Animal cruelty isn't right but it also isn't an issue concerning only Muslims. People of all faiths do it. In think it's important to rembember how in twitter a person encounters only beliefs or opinions that coincide with their own. Fake news which put Muslims under a bad light get belived and the selective media becomes impartial.,MUSLIMS,V1
1009,Are you sure that Islam is a peaceful religion?,"There are many peaceful religions outside the dominant paradigm of modernity: Judaism, Buddhism, Hinduism, and of course, Christianity. You cannot say that the four main streams of Islam are not peaceful.",MUSLIMS,V2
4852,Black folks are like apes.,Why do you say that? Are you saying that you don't like apes? Because I prefer apes over racism.,POC,V6_mix
2944,"I am not a racist, I just think Islam is an degenerate religion that has lost its way.","Have you read the Koran? How about the Hadith? No clue? Well then, please, ask the Muslims about it.",MUSLIMS,V5
1541,"The Quran is an anti-women's book, it encourages rape and violence against women.","Violence against women is an issue in all radical interpretations of religion, So why do we focus on Islam only?",MUSLIMS,V3
2641,Islam is a death cult.,The vast majority of Muslims are peaceful and helpful people.,MUSLIMS,V5
4447,Islam is a religion of conquest.,"The definition of 'religion of conquest' is a political and social construct, used to justify the forcible removal of people's rights. If you want to talk about religion, I would just say that Islam is a religion of peace.",MUSLIMS,V6_lab
3657,Muslims are violent and should be banned.,Many Muslims around the world are peaceful people who have helped create much of the wealth of our country. It is not a bad thing to have different beliefs and ways of life.,MUSLIMS,V6_kc
13,We began to break down when we allowed women to vote/meddle in the civilization that we built and maintained for thousands of years. A completely different energy and thought pattern. They are weak and bring our society down to their emotionally soft level.,"Who is 'we', surely it was men and women working together that built civilisation? Why is it you think being 'soft' is a problem? Everyone is entitled to their emotions, and men shouldn't have to 'man up'.",WOMEN,V1
1648,We must have a solution for immigration. Because these infidels do not belong in our country.,"We shouldn't ignore that immigration contrbutes in many ways to our society, and therefore to exclude people is not a wise or sensible strategy.",MIGRANTS,V3
552,Migrants rape our women.,The phenomenon is very complex and the data must be read carefully: most of the violence against women occurs in the home and goes unreported,MIGRANTS,V1
4798,Migrants are a burden to us.,What do you mean by a 'burden'? Does it include respecting our country's laws of not insulting the culture and traditions of other people's? Because this is what you are doing: insulting and discriminating.,MIGRANTS,V6_mix
1567,Women are little more than objects to be dominated by men.,"Society has evolved: there are many people, regardless of gender, that consider women to be full members of society with full human rights.",WOMEN,V3
