hateSpeech,counterSpeech,cnType,Target
We should stop refugees and migrants coming in. They are not welcome.,"Migrants and refugees are welcome in our country, why should we stop them?",Positive,MIGRANTS
Jewesses are a burden to society.,"What you are saying is that a certain gender is a burden to society because of their religion. So, is your argument not about women alone, but about you and your hatred of religion?",Denouncing,other
There are no elements in common between islamic culture and ours. For this fact we must send Muslims to their homeland.,"In fact, Muslims have continued to help our society. For instance, they have worked on countering violent extremism and building community cohesion. Muslims also have condemned terrorism and ISIS in plentiful news medias around the world.",Informative,MUSLIMS
Freedom of speech is under attack. It's being taken away by Zionist Occupation Government.,"Freedom of speech means that you can disagree with ideas. Freedom of speech means that you cannot be censored. Freedom of speech means that you can have your ideas promoted. In the end you can have a lot of different beliefs, but there is no such thing as a Zionist Occupation Government, otherwise you would not be allowed to freely express these antisemitic ideas.",Informative,JEWS
LGBT+ people are a burden to society.,Its unclear why you assert this.... how can you blame others for their own identity?,Informative,LGBT+
"We have become so arrogant, we allow people from other cultures to coexist with us.","To allow other cultures to coexist is a good thing, why should we stop people from getting to know each other?",Positive,MIGRANTS
Our founding fathers were not happy with migration and multiculturalism.,"According to the facts, British colonisation started around 1600. In so far as the British empire is concerned, for better or worse, we have always been in favour of multiculturalism.",Informative,MIGRANTS
Refugees are a burden on society.,"The problems refugees are trying to escape are very real. Even if we don't have the possibility to solve everyone's problems, we can try to help some people and improve our society.",Positive,MIGRANTS
"Islam is characterised by hate! When the first Muslim set foot in Britain, racism started in England!",[positive example of Muslim community] when the Muslim community [is doing this] do you really think someone's very existence is an excuse to project hate at them? Clearly the Muslim community doesn't.,Denouncing,MUSLIMS
LGBT+ people are a burden to society.,Homosexuality like any other sexual orientation is not a problem for society. Why should it be like that?,Informative,LGBT+
I did not know the faggots were given the permission to still exist. They should be suppressed.,"I'm not sure you've noticed that LGBTI+ people are increasingly being the victims of violence, hate crime and discrimination. Why are youu encouraging this?",Denouncing,LGBT+
Children with Down Syndrome are an obstacle to the development process of other children. They are slow learners and therefore should be isolated.,That's exactly why you should not isolate them. You will have a lot of children capable of understanding the diversity of humans.,Positive,DISABLED
"I don't want homosexuals in my family, what is wrong with you?","Unfortunately, you are not the only one that hates homosexuals. But I would hate to think that we live in a country where it is acceptable to practice such hate.",Denouncing,LGBT+
Some Muslims recited the Quran while raping a girl because it validates their actions.,What do you mean? What point are you making?,Questioning,MUSLIMS
Women should not be allowed to vote. They are subhuman.,"Voting is a right for all citizens, regardless of gender, religion, or sexual preference.Aren't your antiquated assertions just our of place in comptemporary society?",Denouncing,WOMEN
Disabled people cannot cope with life.,"Just because a person lacks a certain ability it does not mean they cannot cope with normal life. Instead, they may live an even more enriched life since their indiviual interests create a life of purpose and identity.",Positive,DISABLED
"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.","Same sex relationship happen within many species of animals and we are no exception. Might as well inform people about things that happen in nature - that's the point of education, to learn about the world.",Informative,LGBT+
The Bible says that homosexuality is an abomination,"Nowhere does the Bible actually oppose homosexuality per se. In the Old Testament the prohibition of homosexuality and of heterosexuality go together in view of ritual purity. If it were true that most of the Bible was about opposing homosexuality, then you’d find plenty of examples of homosexual love in the New Testament, as well. Homosexuality is found only in few passages of the New Testament and with very debatable interpretations.",Informative,LGBT+
"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.","We are always developing as time goes on and same sex relationships are a part of the world now, why would we not educate our children on different ways of life?",Positive,LGBT+
All Muslims are incompatible with any Western society.,How many Muslims do you know? They are an important minority in a country that is used to a lot of different cultures and religions.,Informative,MUSLIMS
"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different.","By segregating them you are, in effect, discriminating against them. By creating a diverse environment you are instead creating a more inclusive and equal situation.",Positive,DISABLED
Black people don't have brains.,"The presence of a brain is not determined by skin colour. The fact that some people are born darker-skinned doesn't mean they aren't intelligent, rational human beings.",Informative,POC
Migrants come here to ruin our conutry.,"I personally don't understand why you would say that. They are just doing an incredible amount of good, for example by boosting the working-age population.",Informative,MIGRANTS
Shaming Fatties is just for their good.,Hate crimes attack an individual's unchangeable characteristics and cause long lasting feelings of helplessness and powerlessness. Obese people are likely to feel the same way.,Positive,other
Women are weak and can't take tough decisions.,"Not all women are weak, and many of them are able to take tough decisions. Look at the figures. I worked with some really tough women and some weak men. In the end, where is the problem with people being weak and being unable to cope with difficult decisions as long as there is someone else being able to do it?",Informative,WOMEN
"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.","Even if true, how does hatred counter hatred?",Denouncing,MUSLIMS
Interracial relationships are just a psychiatric disorder.,"There is no evidence that interracial relationships cause damage to the mental health of the people involved, so to suggest otherwise is simply a form of prejudice.",Informative,other
Physically disabled folks are less useful than normal people.,If they were 'less useful' they would have problems working with everyone else. Why doesn't this happen?,Informative,DISABLED
Feminism is a waste of time.,"I don't see what you're saying. Feminism is about equality, and equality is about making the most of humanity.",Positive,WOMEN
Multiculturalism is the death of western societies and also a mortal threat to minorities that are not protected by universal laws.,"Ethnic minorities are much safer in societies where cultural pluralism is accepted, and this is a fact [link].",Informative,MIGRANTS
Black people are just a bunch of whining pussies. We don't need them.,"Diversity is needed in certain social and political circumstances. We mustn't simply ignore or dismiss the concerns of different races. As minorities are still systematically discriminated against, we cannot afford to be indifferent.",Positive,POC
"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different.","This is not true: interacting with their ""normal"" peers in a social and educational framework allows them to feel wanted and included.",Positive,DISABLED
"Immigrants break the law every day, they should be expelled.",Immigrants in the UK who have settled here legally have the right to remain.,Informative,MIGRANTS
migrants steal our jobs,"Are you really willing to mow the lawn in public parks at night, seriously? I sincerely doubt it",Questioning,MIGRANTS
"I hate these homosexual, they are just hate preachers. Your hate will only bring more death and destruction to the world.","I could give you the benefit of the doubt. But this is just an example of a fear of something you are unfamiliar with. Homosexuality is about love, not hate.",Positive,LGBT+
Migrants are criminals and must all be deported.,"I don't think so. We can't ignore that a certain percentage of migrants are perpetrators of crimes, but that doesn't correspond to the totality of them.",Informative,MIGRANTS
We need to de-normalise homosexuality. It is harmful to children.,"Although the evidence is not present, it is hard to see why it would be harmful to children. Homosexuals may be able to feel more at home in a society that does not condemn homosexuality.",Informative,LGBT+
"I just can't stand Arabs. They are just a trouble, in fact Israel expelled them.","This is wrong: Arabs make up around a fifth of Israel's population, and it is not a recent phenomenon. To suggest that they are a 'trouble maker' is just wrong.",Informative,other
We have the worst of all groups in the world coming to our country: Muslims.,"We should not categorize people from other cultures, religions and nationalities as 'the best' or 'the worst'. I think it's more useful to think of all people as 'human beings'.",Positive,other
migrants are purposefully invading us.,This is just a myth. Many migrants come here because they are afraid of persecution in their home countries.,Informative,MIGRANTS
Women are subhuman.,"It is not the case that women are subhuman. Women in this world are just as intelligent, compassionate, creative and religious as any man.",Positive,WOMEN
Gay men are sick.,"I'm sorry, but your words seem to me to be very harsh. If you want to talk about someone with a different sexual preference, why don't you do it with respect?",Positive,LGBT+
I do not really understand why I should listen to Muslim women. They are evidently dumb.,"The point is they might teach you a thing or two about first, respect, and secondly, tolerance.",Denouncing,MUSLIMS
Jews think they are better than everyone else,"This is not true, in Judaism every person is equal in front of god. In fact, differently from other religions, Judaism says that whoever decides to follows the Seven Laws of Noah (that is a set of laws for all of humanity) will receive the same rewards after death as a righteous Jew. So, even without being Jewish you can have access to God's glory.",Informative,JEWS
Women are subhuman and are created to please men.,Women are not subhuman and cannot be reduced to their bodies being a man's property.,Denouncing,WOMEN
Jews are obsessed with self-improvement. They want to be better than everyone else and live in an exclusively complete Jewish city.,"How do you knowwhat someone else desires.You claim to know it all about, but why should I believe what you say?",Questioning,JEWS
"If you are Romani, you can't remain in the UK even if you want to live and work in the UK.",What about the rights of EU citizens? From your words it seems that not all of European have them.,Informative,other
A woman's place is with her husband or his family.,"There are many cases where the wife works and provides for the family, making a valuable contribution. It is a source of pride for modern men to be married to these women.",Positive,WOMEN
Disabled people are no better than dogs.,Do you have any facts about how disabled people compare to animals? Are you willing to use this information for something worthwhile or just to spread hate?,Informative,DISABLED
The world would be a better place without Jews.,"Jews are part of our society and they should be respected, we can't tolerate intolerance towards people with different beliefs.",Positive,JEWS
Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,It is a myth that blacks are cruel and wanton. There are more cruel people of all skin color out there than just the few black you are worried about.,Informative,POC
Blacks don't have brains.,"You can't really question whether someone has a ""brain"" when your idea of a person is determined by the skin they were born into. It looks like you are taking too much at face value.",Informative,POC
Feminists say that they are oppressed.,Feminists do not say that women are oppressed. They claim that women have always been discriminated against and they still are. Being discriminated against is not the same as being oppressed.,Informative,WOMEN
All black people are rapists.,"Not all rapists are black (and not all black people are rapist), just like not all murderers are black.",Informative,POC
"When rape is committed, women are to blame.",Rape is an act of violence that has no place in a civilized society. The message to take from your comments is that you find women responsible for being raped. Who ever would want to be raped?,Denouncing,WOMEN
"I am not a homophobe, I just don't like the way gay people act.","Even if you are not homophobic it does not mean it's nice to say what you said. But either way, just because a person identifies as gay, does not make you obliged to like them (or to express your disliking).",Positive,LGBT+
Rights to all?! Only normal adult males are making society work.,"I would like to see a society that works for everyone, not just the 1%.",Positive,WOMEN
Persons with learning difficulties should be discouraged to attend primary school and they should be excluded from education.,"Education is about development and learning, so if disadvantaged people are excluded, then the education system would be about learning exclusion and discrimination.",Positive,DISABLED
"Jews control the world's news media, Hollywood, the highest offices of education and most important of all, the highest courts of law.","In principle, Jewish people are part of the system since they have citizenship, but in practice they are often treated as if they are not our fellow countrymen. The problem is not just about Jewish people, but about the overall attitude towards people of other religions.",Positive,JEWS
"Took this in Wanstead, east London. An area with ￡1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist. (Caption to a photo of a homeless person sleeping on a part bench)","Asylum seekers and refugees deserve our compassion, not condemnation.",Positive,other
"If you are nomads, then go somewhere else but not in my country.",They are not nomadic by culture but due to discrimination.,Informative,other
Black people's race is the worst in the world.,"There are different skin tones, so there is no such thing as a race.",Informative,POC
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.,The world would be a better place if people were more tolerant to each other.,Denouncing,MUSLIMS
"Immigrants take our jobs, they take our country.",Immigrants do not take our jobs. They work as legal employees and their presence in the country nourishes the economy.,Informative,MIGRANTS
Negroes are nothing but trouble to white people.,Do you think it is true that the only reason that so many black people live in poverty is because they are mean? Can we blame a whole community because of the actions of a few individuals? It is a myth that black people are a problem.,Informative,POC
What this nigga have to do with being a Westerner?,"They are not necessarily 'a Westerner', still a human being and a citizen.",Positive,POC
Mentally disabled folks have no understanding.,"You are wrong, they can understand the degrading treatment and derogatory speech towards them.",Positive,DISABLED
Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,[quote from Quran about peace and love] lol don't look like it m8.,Positive,MUSLIMS
Women should not be allowed to vote.,"If women are not allowed to vote, then women are not worthy of respect and equal rights, and this is in conflict with the principles of democracy.",Informative,WOMEN
Asians just want to talk with other asians: they are the racists in the first place.,"The idea that all Asians are racist is just a myth, it is just an excuse to justify racist policies.",Informative,other
mentally ill people should be isolated from society because they are dangerous.,"It is true that mentally ill people are often perceived as 'dangerous' to the general public. But if the stigma is the main cause of the discrimination, then the solution is to end stigma, not to isolate them.",Informative,DISABLED
People with physical disabilities are less intelligent.,"Many people with disabilities experience prejudice and discrimination, but the overwhelming majority of those people are just as intelligent as others.",Informative,DISABLED
Blacks are genetically inferior.,The evidence doesn't back up the stereotype. Genetics is a spectrum and you will find that there is no 'genetical superiority' at all.,Informative,POC
Jews made the 9/11 attack.,"Jews were also accused of killing Christian children, causing plagues, setting out to destroy Christian society... I can go on for hours. If you want we can add 9/11 to the list of alleged crimes.",Denouncing,JEWS
People with physical disabilities are always complaining about accessibility. I wish they could just shut up.,There are people with disabilities all around the world. Their demand is to have their rights recognised. It is discrimination to not do so.,Positive,DISABLED
"Jews are selfish, cheap and greedy.","Did you know that according to Jewish law, the tzedakah, the act of giving money to the poor, often mistranslated as “charity”, is a “commandment”? And, like all commandments in Jewish law, tzedakah is a requirement, not just a good deed.",Informative,JEWS
"All migrants are terrorists, we should subdue them all.","When you propose to forcibly subdue people based on their country of origin, then you are on the side of the oppressors.",Denouncing,MIGRANTS
We began to break down when we allowed women to vote/meddle in the civilization that we built and maintained for thousands of years. A completely different energy and thought pattern. They are weak and bring our society down to their emotionally soft level.,"Who is 'we', surely it was men and women working together that built civilisation? Why is it you think being 'soft' is a problem? Everyone is entitled to their emotions, and men shouldn't have to 'man up'.",Informative,WOMEN
"What about the psychos? Like crazy people, those nuts flipped in head and so on? Wouldn't they be better off dead?","There are individuals suffering from mental illnesses like schizophrenia, bipolar disorder and autism spectrum disorders. Just because some people suffer from diseases it does not mean he or she will be better dead.",Informative,DISABLED
LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school.,"This depends on whether you consider gender identity and sexual orientation to be factual or not; it isn't simply an 'idea' or 'belief', but a fact of life.",Informative,LGBT+
Immigrants from the Middle East and Africa are not welcome in the UK! They have no place in a modern democratic state!,"Many immigrants from these countries have settled in the UK, and we are proud of our rich diversity. Why shouldn't they be part of our country?",Positive,MIGRANTS
"Who the fuck is Breonna Taylor? A representative of the people, a nurse, or a front for the government?","Examining the resume of the victim will not help us to solve our problems. The whole problem is the culture of violence, discrimination and ignorance that is still prevalent in many parts of the country.",Informative,POC
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.,"For an individual disrespecting someone else's religion, you sure are angry about an individual disrespecting someone else's religion.",Denouncing,MUSLIMS
Homosexuals are a danger to children.,"Can you cite some studies that found that homosexuality was harmful to children? So far, it seem to be based on personal impressions.",Informative,LGBT+
nigga are inferior.,"If you have a different skin colour, then there is evidence of your skin colour, not of your genetic makeup.",Informative,POC
Let's stop this homosexual lifestyle!,Does the LGBT+ lifestyle change your life? Only if you care. But that doesn't mean that homosexuality is a lifestyle.,Informative,LGBT+
Homosexuals are promiscuous and usually have sex with as many as 10 different partners a week.,"Who have you been spying on? Not all homosexuals have multiple partners. Some find it fulfilling to have only one sexual partner. And that is valid for heterosexuals, too.",Informative,LGBT+
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood.","Then, what does Jew “should” look like? What is their ""physical nature""? Can a Black person be a Jew? Can an East Asian or Indian person be a Jew? What about someone born Christian and then became Jewish? Do you see that blood, religion, and malevolence are not correlated at all?",Informative,JEWS
The Holocaust was a hoax. Jews were not persecuted and killed. You should be ashamed of yourselves if you claim they should have the same rights we have.,"The Nazis persecuted and killed more than 6 million Jews. The Holocaust is not a fabrication perpetrated by the Jews, it is a historical event that should be acknowledged so that we never allow such atocities to reoccur..",Informative,JEWS
Jews own most corporations and banks. They own most movie studios and cable companies.,"Of course not. The Jewish people have made contributions to various industries - like many other people have. That does not imply ""owing most corporation, banks, studios, etcetera"". Why should their contribution be a problem? Just because they are Jews?",Informative,JEWS
Black people are selling drugs and our children will be the victims of drug addiction by their hand.,"Drug dealers are criminals in my opinion, but not because they are black. I don't see any evidence of a direct causality.",Informative,POC
All foreigners are born to be at our disposal.,"This phrase is extremely misleading, it implies that foreigners are naturally inferior, and why would it be like that?",Informative,MIGRANTS
Women are a burden to society and should not be allowed to vote.,"The decision on who has the right to vote is based on the law. If you do not want to allow people to have the right to vote because of their gender, then you have a problem.",Informative,WOMEN
"Some races are poor because they are inferior, also in the eye of the Lord.",Humans are all equally made in God’s image. (Genesis 1:26-28),Positive,other
"All niggas are subhuman, disgusting, and descended from apes.","According to evolutionary theory, all human beings are descended from apes. Sadly, notions of evolutionary hierarchies are still used to justify past and present discrimination and predjudice.",Informative,POC
Muslims have nothing to contribute to our society.,Why are you so sure of something so vague? How can you say that Muslims have nothing to contribute to our society? Do you have any proof of this?,Questioning,MUSLIMS
Allowing gays to donate blood compromises patient safety because of their sexual behavior.,"Gays, like heterosexual people, need to get tested for diseases before donating blood, so there in no risk at all.",Informative,LGBT+
"Muslims love the islamic law so much, then why do not they move in islamic countries?",Because many Muslims were born here and have every right to live in this country. Next question please?,Informative,MUSLIMS
mentally disabled folks are just dribbling mongoloids.,"When asked to choose one adjective to describe their experience of someone with intellectual or developmental disabilities, people usually say 'mentally impaired' or 'mentally challenged.' To say 'dribbling mongoloid' is simply unacceptable in an inclusive society.",Denouncing,DISABLED
There is an invasion on a level never seen before in history. Millions of people pouring across our borders replacing our race and culture.,"You know what? We need skilled migrants labour, because it helps economic growth and ultimately to preserve our culture that would otherwise collapse.",Informative,MIGRANTS
Fat people are a burden to society because of their unhealthy choices.,"Society should not treat obesity as a lifestyle choice at all. While lifestyle is a small contributing factor to obesity, obesity itself isn’t always a choice.",Informative,other
Women are capable of nothing and they just need to be protected.,"Women do not want protection. They are hurt by violence because they are discriminated against. If there was no culture of violence, nobody would need protecting.",Informative,WOMEN
"Black people are the reason why our country is in the mess it is in, because they are inferior.","Do you know how many African Americans served in the military during the Vietnam War? The United States comprises many races, and they should all be respected.",Informative,POC
Downy children should be isolated in special schools for their own interest.,Why do you think that these schools are the best possible options for them?,Informative,DISABLED
immigrants are bad,Why do you say this about immigrants? They are just people like us.,Positive,MIGRANTS
"Islam - if we do not speak now, in a short time our words will be useless.",Islam - Silence is tacit acceptance. Raise your voice against Islamophobia!,Humor,MUSLIMS
Sexually transmitted diseases like gonorrhea and syphilis can be passed through contaminated homosexual activity.,"Gonorrhea and syphilis can be prevented by practicing safe sex. And that is something that every person can do, not only homosexuals.",Informative,LGBT+
"Afro-Saxon people have low birthrates because they want to look like white people, but they live as animals.","Low birthrate is normal in any population and is directly related to access to affordable, quality health care.",Informative,POC
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.",Your statistic about suicide bombings also includes incidents in war. Perhaps we should remember the holocaust and the atrocities committed by the far right?,Denouncing,MUSLIMS
Fat people are a burden to society because of their unhealthy choices.,"This claim paves the way to body-shaming, and once body-shaming of obese people is normalised, it is difficult to ensure that individual members of society assess the reasons for someone's obesity or carefully consider their exact message before treating it as an unacceptable lifestyle choice.",Denouncing,other
Our children will be more likely to become radicalised if they are taught that all people are equal.,To live in a diverse and equal society encourages children into increased inclusiveness rather than radicalisation.,Positive,other
"This is not acceptable, to have all this faggots spreading HIV, it's not ok to tolerate this: we have to eradicate them.","It's about time we do more to prevent and assist people suffering from HIV/AIDs, not to stop people from freely living their love life.",Positive,LGBT+
"We should not trust any Muslim, they all could become a terrorist.",What do you base your view on?,Questioning,MUSLIMS
Dark skinned people are inferior.,Race' is socially constructed to oppress people of certain ethnicities. To say that the skin of people of color is connected to inherent behavioral characteristics is just plain wrong.,Informative,POC
This is an invasion. Millions of strangers jeopardizing our race and culture.,"It's called diversity and it's healthy, the sooner we start welcoming new people, the sooner we'll find a better solution to world problems.",Positive,MIGRANTS
Jews can only behave in a bad way.,"The problem of anti-Semitism in the UK is far from over, if you are concerned about Jewish people, maybe think about the rise of anti-Semitism instead.",Informative,JEWS
Gay men are a danger to children.,I don't see your point. A person's sexual orientation is completely independent of their sexual conduct. A person can be attracted to people of the same sex and be a good citizen.,Informative,LGBT+
I hate immigrants they are just a bunch of criminals.,"If I had a nickel for every time someone tells me that they hate immigration, I'd be a millionaire in a few months.",Informative,MIGRANTS
"Took this in Wanstead, east London. An area with ￡1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist. (Caption to a photo of a homeless person sleeping on a part bench)","Considering that this is an area of houses over ￡1m, perhaps the problem is the lack of affordable housing, not immigration.",Informative,other
All women are subhuman and are not worth the while of human rights.,"The concept of human dignity was established to protect people. Who deserves human rights, then? Women are to be respected.",Positive,WOMEN
"I can accept fat people, what I cannot accept is obesity. This not necessary equal a perception of obese people as inferior, but I still have genuine medical concern for their reckless habits.","Obese people have to face stigma in all areas of life. So even if you might be genuinely concerned for their health, the vast majority of obese people are regularly confronted with prejudice and systemic disadvantages based exactly on the perception of obese people as inferior.",Informative,other
Jews are not part of this society and they should not be accepted here.,"We are a diverse society, so why shouldn't we be proud of being inclusive towards other religions?",Positive,JEWS
Muslim folks are jealous of Americans.,In America there are no 'second class' citizens. All cultures are welcome here. We are not threatened by others cultures. American Muslims are as proud of our great country as the rest of us.,Positive,MUSLIMS
foreigners and immigrants take our jobs,"This is a myth, immigrants are not taking our jobs. In fact, immigration has been a huge success story for the US economy.",Informative,MIGRANTS
Ethnic cleansing: this is how ethnic groups should be wiped out.,Your words are dangerous and reminiscent of dark times.,Denouncing,other
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,"Because one person does not represent a whole religion, which one person today could reflect the whole of Christianity through their behaviour and belief?",Denouncing,MUSLIMS
"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?",No religion is peaceful. Every religion had been provoking religious wars and murdering people. Islam is not that different in this respect from other religions.,Denouncing,MUSLIMS
Disabled children should be banned from school. They are a danger to themself and to the others.,A school is a safe space and is an important part of any children's education. Everyone should be able to go to school.,Positive,DISABLED
"The’ Holocaust’ is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.","Considering all the criticisms of the state of Israel (however right or wrong, does not matter) I don't see how you can say that Jews are operating ""with impunity, free from criticism.""",Informative,JEWS
Jews aren't like other believers. They are the worst. They cannot be 'liked' or 'loved'.,There is nothing special about Jews. They are just people united by the same belief as in any other religion.,Informative,JEWS
A woman's place is with her husband or his family. This is what they are made for.,"Women cannot be confined at home, they are important for our society, and their presence is needed everywhere.",Positive,WOMEN
We should have never let women into the workplace. It's against their right.,"There are many cases of domestic violence, where women do not want to have such a lifestyle. This, instead, is against their rights.",Informative,WOMEN
migrants steal our jobs,"If the stolen job is an illegal one, then it is difficult to steal.",Informative,MIGRANTS
"If the disabled can't vote, then they can't have any rights.","It is not true that they can't have the right to vote, because they are allowed to vote, regardless of their impairment.",Informative,DISABLED
Must be hard being gay. They have to do everything we do but also find the time to molest children.,Child molestors can have any sexual orientations and the majority of straight or gay people are not child molestors. This is an issue that can affect anyone regardless of sexual orientation.,Informative,LGBT+
The gay agenda is to blame everyone but themselves.,The message of the 'gay agenda' is that they are neither 'special' nor 'different'. People of several sexual orientations are in fact discriminated on the basis of prejudice.,Informative,LGBT+
The only reason for Nazis to start WWII was to destroy the Jews. We should have let them finish their job.,"The threat of world annihilation by the Nazis was very real, it wasn't just about the Jews. Still the Holocaust was reason enough to stop them.",Informative,JEWS
Jews insists that they are a peculiar people in need of a special treatment.,What are you trying to say? Every religion has its sects and beliefs.,Informative,JEWS
Disabled people are just subhuman.,"People are different, and disabilities don't make you less of a human being.",Positive,DISABLED
Muslims do not have nothing useful that can enrich our culture.,How have you come to this decision?,Questioning,MUSLIMS
Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Why is the media ignoring this?,"Rape has no religion. These are highly emotional issues, and are difficult to talk about openly, especially when children are involved. This is why news programs are reluctant to give coverage to it.",Informative,MUSLIMS
"Gypsies are basically criminals, they steal stuff from everyone.",Can you imagine if they said this about your community?,Denouncing,other
"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.","The notion of isolating children in general is abhorrent, isolating down syndrome patients would be a major cause of their school abandonment. To say that isolated children is a solution is just wrong.",Denouncing,DISABLED
Women are basically childlike and must be oppressed by men.,"Women can be very different from men in many ways, but this can't be a reason for the lack of respect for them: they are humans too.",Positive,WOMEN
Children shouldn't be raised by lesbians! They will bring up the worst in us!,Why do you say this? Why not focus on creating more inclusive societies rather than targeting the children of LGBT+ parents?,Positive,LGBT+
If women wanted to control their fertility they would be prostitutes.,"If women want to control their fertility they have the right to do it, because they are free to make choices for their own lives.",Positive,WOMEN
Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,"If we did not legally prohibit asylum seekers from working, maybe more of them would be employed.",Informative,MUSLIMS
Women should be submissive to men.,Women are human beings deserving respect and equal rights.,Positive,WOMEN
"Zionist extremists conspire in Jerusalem. Their objectives are to cause chaos, carnage, murder, create more refugees, and destroy Europe.",What's your proof for claiming this?,Questioning,JEWS
Allowing transgenders to use the toilet is a man's business,"If they simply identify as men, then surely it is a man's business.",Informative,LGBT+
Gypsies are the ones who want to stay in the slums,They do not do this by choice: it is the state that institutionalizes these slums and does not offer any alternative.,Informative,other
Children with intellectual disabilities should be isolated. It's a mental disorder and they cannot contribute to society.,How can you be sure they cannot contribute to our society? I do not think so.,Informative,DISABLED
"Disabled folks are lazy and they do not want to work, so why do we help them?","Because people with disabilities can work, if they are given the opportunity.",Informative,DISABLED
Migrants are a burden to the UK,"It is not true that migrants are a burden to the UK. We have welcomed many people from around the world, including many from the Middle East and Africa.",Informative,MIGRANTS
I hate when black people start acting like they are superior to others. They were born to be savages.,"Not all people have the same skin tone to begin with. All folks have their history, religion and culture. Why then, you think that some people are more ""savage"" than others?",Informative,POC
"Fat people are disgusting, they should just lose some lard to be accepted in our society.",People are free to make decisions about their own health and body.,Positive,other
The problem with Islam is that it is about killing infidels.,Islam is a religion and all religions are about love and respect for human life.,Positive,MUSLIMS
Gays are just sick. They cannot marry. It is an abomination,Sick according to whom? Facts seem to contradict you: [link],Informative,LGBT+
"Children with Down Syndrome should be isolated, not only are they a burden to normal children but they also need much more care, attention and extensive therapy, making the whole undertaking very costly and time-consuming. This time could be used for the further development of children without Down syndrome.","Coeducation with regularly-developed kids is a much better investment and reduces cost, time and effort into the bargain.",Informative,DISABLED
"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.",Individuals have always used religion as an excuse to justify violent acts but it has never been the cause. Islam is no different.,Informative,MUSLIMS
Children with learning difficulties are a problem: why shouldn't they be isolated?,"I don't know why you think this, if they are learning like other children and doing well in studies there is no problem.",Informative,DISABLED
Some people are sick. Some people have disabilities. Don't you think they shouldbe hidden away from us?,To exclude people from a society is to practice a form of discrimination that benefits no one.,Positive,DISABLED
Go and read the Protocols of the elders of Zion if you haven’t. Everything is orchestrated..,"You are right, everything is orchestrated: the protocols were concocted by the czarist police in the early part of the 20th century to counter a hankering for constitutional government among Russian people. They needed a scapegoat to divert people's attention. Sadly the protocols worked so well that you are still citing them here today.",Informative,JEWS
Men are not rapists because feminists are just a bunch of sluts.,Do you suggest men have the right to rape women if they are feminists?,Denouncing,WOMEN
"Islam is just a pagan cult, that disguises itself as a religion.",What makes Islam any less valid than any other religion?,Questioning,MUSLIMS
More than half of the prisoners in our jails are foreigners,"This is because of the fact that the poorest cannot afford good lawyers, they have less chances to access alternative punishments such as house arrest etc ...",Informative,MIGRANTS
MIgrants are not running away from wars.,"Recognizing who has the right of international protection is a task that pertains to Territorial Commissions, in case there is not a valid reason, it is unlikely to be recognized.",Informative,MIGRANTS
"Afro-Saxon got access to health care, however they are still complaining.",Because it is not the access to health care that is important but rather the quality of the care! Don't you agree?,Informative,POC
"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",Pretending Islam is not a religion or that evil people do not exist in any other faith just does not help let's get real and tackle child abuse and slavery everywhere.,Informative,MUSLIMS
